Vj,Vk,xi(Vk/Vj),dxi(Vk/Vj),Vi,xi(Vj/Vi),dxi(Vj/Vi),Vk/Vi,xi(Vk/Vi),dxi(Vk/Vi)
19.901,19.901,1.0,0.0151,19.087,1.0985,0.0176,1.0426,1.0985,0.0242
19.901,19.305,0.9485,0.0178,19.087,1.0985,0.0176,1.0114,1.0419,0.0257
19.901,18.397,0.8735,0.0199,19.087,1.0985,0.0176,0.9638,0.9595,0.0267
19.901,17.829,0.8445,0.0196,19.087,1.0985,0.0176,0.9341,0.9277,0.0262
19.901,17.258,0.7925,0.0268,19.087,1.0985,0.0176,0.9042,0.8706,0.0326
19.305,19.901,1.04,0.024,19.087,1.0525,0.0185,1.0426,1.0946,0.0318
19.305,19.305,1.0,0.0156,19.087,1.0525,0.0185,1.0114,1.0525,0.0247
19.305,18.397,0.92,0.0203,19.087,1.0525,0.0185,0.9638,0.9683,0.0273
19.305,17.829,0.8865,0.0195,19.087,1.0525,0.0185,0.9341,0.933,0.0263
19.305,17.258,0.8365,0.0275,19.087,1.0525,0.0185,0.9042,0.8804,0.0328
19.087,19.901,1.0985,0.0176,19.087,1.0,0.0163,1.0426,1.0985,0.0251
19.087,19.305,1.0525,0.0185,19.087,1.0,0.0163,1.0114,1.0525,0.0252
19.087,18.397,0.9615,0.0205,19.087,1.0,0.0163,0.9638,0.9615,0.0258
19.087,17.829,0.9275,0.02,19.087,1.0,0.0163,0.9341,0.9275,0.0251
19.087,17.258,0.8795,0.028,19.087,1.0,0.0163,0.9042,0.8795,0.0315
18.397,19.901,1.1435,0.0195,19.087,0.9615,0.0205,1.0426,1.0995,0.03
18.397,19.305,1.086,0.0184,19.087,0.9615,0.0205,1.0114,1.0442,0.0284
18.397,18.397,1.0,0.0191,19.087,0.9615,0.0205,0.9638,0.9615,0.0275
18.397,17.829,0.955,0.0215,19.087,0.9615,0.0205,0.9341,0.9182,0.0285
18.397,17.258,0.9125,0.0288,19.087,0.9615,0.0205,0.9042,0.8774,0.0334
17.829,19.901,1.1915,0.0186,19.087,0.9275,0.02,1.0426,1.1051,0.0294
17.829,19.305,1.126,0.0189,19.087,0.9275,0.02,1.0114,1.0444,0.0285
17.829,18.397,1.045,0.0219,19.087,0.9275,0.02,0.9638,0.9692,0.0291
17.829,17.829,1.0,0.0189,19.087,0.9275,0.02,0.9341,0.9275,0.0266
17.829,17.258,0.9385,0.0299,19.087,0.9275,0.02,0.9042,0.8705,0.0335
17.258,19.901,1.2635,0.0196,19.087,0.8795,0.028,1.0426,1.1112,0.0394
17.258,19.305,1.1955,0.0208,19.087,0.8795,0.028,1.0114,1.0514,0.0381
17.258,18.397,1.0945,0.0221,19.087,0.8795,0.028,0.9638,0.9626,0.0363
17.258,17.829,1.0625,0.0212,19.087,0.8795,0.028,0.9341,0.9345,0.0351
17.258,17.258,1.0,0.0284,19.087,0.8795,0.028,0.9042,0.8795,0.0375
