Fit results
,Deviator,background
value,1.852E+00, 9.56343E-01
error,0.000E+00, 1.28160E-01

Iteration history
Deviator,Quality,background,,
5.939E+01, 2.609E+01, 3.000E+00,  
3.669E+01, 1.755E+01, 2.600E+00, L
2.160E+01, 1.175E+01, 2.240E+00, L
1.394E+01, 8.610E+00, 1.916E+00, L
6.756E+00, 5.257E+00, 1.624E+00, L
5.669E+00, 3.549E+00, 1.362E+00, L
2.708E+00, 1.429E+00, 1.126E+00, L
6.755E-01, 4.785E-02, 9.179E-01,  
1.849E+00, 6.709E-02, 9.540E-01,  
6.946E-01, 8.611E-02, 9.052E-01,  
1.852E+00, 7.372E-02, 9.563E-01,  
6.945E-01, 8.596E-02, 9.052E-01,  
1.852E+00, 7.369E-02, 9.563E-01,  
6.945E-01, 8.604E-02, 9.052E-01,  
1.852E+00, 7.371E-02, 9.563E-01,  
6.946E-01, 8.611E-02, 9.052E-01,  
1.852E+00, 7.382E-02, 9.563E-01,  
6.946E-01, 8.618E-02, 9.052E-01,  
1.852E+00, 7.379E-02, 9.563E-01,  
6.945E-01, 8.599E-02, 9.052E-01,  
1.852E+00, 7.364E-02, 9.563E-01,  
6.945E-01, 8.588E-02, 9.052E-01,  
1.852E+00, 7.367E-02, 9.563E-01,  
6.946E-01, 8.605E-02, 9.052E-01,  
1.852E+00, 7.369E-02, 9.563E-01,  
6.946E-01, 8.603E-02, 9.052E-01,  
1.852E+00, 7.365E-02, 9.563E-01,  
6.946E-01, 8.602E-02, 9.052E-01,  
1.852E+00, 7.362E-02, 9.563E-01,  
6.945E-01, 8.609E-02, 9.052E-01,  
1.852E+00,, 9.563E-01,  
