,bcc FeNiSi Peak 0 Intensity,bcc FeNiSi Peak Width,bcc FeNiSi Peak Shape,bcc FeNiSi a,Background 0,Background 1,Background 2
bcc FeNiSi Peak 0 Intensity,1.9470650397277305,-0.006649886162513992,-0.3281627356828824,-3.156316807813178e-07,104.23258702551121,-8.340673132739907,0.16685133650494446
bcc FeNiSi Peak Width,-0.006649886162513992,3.002428123059846e-05,0.0011565952741977015,8.746178952471188e-10,0.05722786698511075,-0.004636811700799395,9.309483768884823e-05
bcc FeNiSi Peak Shape,-0.32816273568288246,0.001156595274197702,0.055532178320858536,5.040797302010683e-08,-14.774488014543158,1.1818816056378079,-0.023640855256164602
bcc FeNiSi a,-3.156316807813178e-07,8.746178952471185e-10,5.040797302010682e-08,4.600354278468354e-09,-0.0003644505257525609,2.796097315867978e-05,-5.34999634108709e-07
Background 0,104.23258702551122,0.05722786698511076,-14.774488014543158,-0.00036445052575256095,74908.30926912754,-5998.04683617022,119.97158495004773
Background 1,-8.340673132739907,-0.004636811700799395,1.1818816056378079,2.7960973158679783e-05,-5998.04683617022,480.29813512890735,-9.607278349387697
Background 2,0.16685133650494446,9.309483768884825e-05,-0.023640855256164602,-5.34999634108709e-07,119.97158495004774,-9.607278349387697,0.1921810771186132
