# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 1.000e-04, 1.000e-04 m
# PONI: 1.797e-01, 1.309e-01 m
# Distance Sample to Detector: 0.319378239547 m
# Rotations: 0.002078 0.002848 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 319.380 mm
# Center: x=1302.496, y=1805.607 pix
# Tilt: 0.202 deg  TiltPlanRot: 126.115 deg
# 
# Wavelength: 8.60255e-11
# Polarization factor: 0.99
# Normalization factor: None
#
# 2th_deg	 I
5.500685177E-01  2.422790680E+02
5.573466837E-01  2.468141327E+02
5.646248496E-01  2.479546051E+02
5.719030156E-01  2.457928925E+02
5.791811816E-01  2.427410126E+02
5.864593475E-01  2.390812836E+02
5.937375135E-01  2.366903229E+02
6.010156794E-01  2.358213501E+02
6.082938454E-01  2.360550232E+02
6.155720114E-01  2.367447815E+02
6.228501773E-01  2.378689575E+02
6.301283433E-01  2.370194244E+02
6.374065092E-01  2.370215302E+02
6.446846752E-01  2.336764526E+02
6.519628412E-01  2.304900360E+02
6.592410071E-01  2.279097748E+02
6.665191731E-01  2.293467102E+02
6.737973390E-01  2.320644684E+02
6.810755050E-01  2.345075531E+02
6.883536710E-01  2.346847229E+02
6.956318369E-01  2.338747559E+02
7.029100029E-01  2.318251648E+02
7.101881688E-01  2.307520142E+02
7.174663348E-01  2.319557343E+02
7.247445008E-01  2.317053070E+02
7.320226667E-01  2.301305084E+02
7.393008327E-01  2.286631470E+02
7.465789986E-01  2.280892029E+02
7.538571646E-01  2.291576385E+02
7.611353306E-01  2.302474213E+02
7.684134965E-01  2.310009003E+02
7.756916625E-01  2.318902435E+02
7.829698284E-01  2.308471069E+02
7.902479944E-01  2.320518341E+02
7.975261604E-01  2.326368866E+02
8.048043263E-01  2.347187042E+02
8.120824923E-01  2.326760712E+02
8.193606582E-01  2.301323547E+02
8.266388242E-01  2.257346497E+02
8.339169901E-01  2.254052582E+02
8.411951561E-01  2.255467224E+02
8.484733221E-01  2.280364685E+02
8.557514880E-01  2.291357727E+02
8.630296540E-01  2.289759064E+02
8.703078199E-01  2.285787659E+02
8.775859859E-01  2.272911072E+02
8.848641519E-01  2.275406494E+02
8.921423178E-01  2.274313202E+02
8.994204838E-01  2.296456451E+02
9.066986497E-01  2.308277588E+02
9.139768157E-01  2.314719086E+02
9.212549817E-01  2.306337128E+02
9.285331476E-01  2.294899445E+02
9.358113136E-01  2.285841064E+02
9.430894795E-01  2.281231995E+02
9.503676455E-01  2.271632080E+02
9.576458115E-01  2.281370544E+02
9.649239774E-01  2.276661072E+02
9.722021434E-01  2.280669098E+02
9.794803093E-01  2.281711578E+02
9.867584753E-01  2.281316376E+02
9.940366413E-01  2.297321472E+02
1.001314807E+00  2.304718933E+02
1.008592973E+00  2.288400269E+02
1.015871139E+00  2.279264069E+02
1.023149305E+00  2.273540039E+02
1.030427471E+00  2.269545135E+02
1.037705637E+00  2.296321411E+02
1.044983803E+00  2.303758087E+02
1.052261969E+00  2.318765106E+02
1.059540135E+00  2.318648834E+02
1.066818301E+00  2.310490112E+02
1.074096467E+00  2.318349304E+02
1.081374633E+00  2.327070312E+02
1.088652799E+00  2.340714417E+02
1.095930965E+00  2.340767212E+02
1.103209131E+00  2.326880035E+02
1.110487297E+00  2.325730438E+02
1.117765463E+00  2.329860840E+02
1.125043629E+00  2.331104736E+02
1.132321794E+00  2.325869904E+02
1.139599960E+00  2.307232819E+02
1.146878126E+00  2.298466797E+02
1.154156292E+00  2.279637146E+02
1.161434458E+00  2.268772888E+02
1.168712624E+00  2.256486206E+02
1.175990790E+00  2.266743927E+02
1.183268956E+00  2.280671082E+02
1.190547122E+00  2.309654846E+02
1.197825288E+00  2.321559296E+02
1.205103454E+00  2.314595947E+02
1.212381620E+00  2.319231110E+02
1.219659786E+00  2.298795471E+02
1.226937952E+00  2.288338013E+02
1.234216118E+00  2.271007996E+02
1.241494284E+00  2.283401642E+02
1.248772450E+00  2.269358368E+02
1.256050616E+00  2.267044830E+02
1.263328782E+00  2.250074005E+02
1.270606948E+00  2.232624817E+02
1.277885114E+00  2.228667297E+02
1.285163280E+00  2.230645752E+02
1.292441446E+00  2.259071198E+02
1.299719612E+00  2.272309265E+02
1.306997778E+00  2.284645538E+02
1.314275943E+00  2.280499115E+02
1.321554109E+00  2.274580841E+02
1.328832275E+00  2.277632751E+02
1.336110441E+00  2.277871094E+02
1.343388607E+00  2.273376465E+02
1.350666773E+00  2.269291992E+02
1.357944939E+00  2.256147308E+02
1.365223105E+00  2.255339203E+02
1.372501271E+00  2.241537018E+02
1.379779437E+00  2.242867279E+02
1.387057603E+00  2.239713440E+02
1.394335769E+00  2.245946960E+02
1.401613935E+00  2.233185120E+02
1.408892101E+00  2.223446045E+02
1.416170267E+00  2.219012146E+02
1.423448433E+00  2.226028595E+02
1.430726599E+00  2.236413116E+02
1.438004765E+00  2.244957886E+02
1.445282931E+00  2.243120880E+02
1.452561097E+00  2.220866394E+02
1.459839263E+00  2.213055573E+02
1.467117429E+00  2.211562195E+02
1.474395595E+00  2.218745575E+02
1.481673761E+00  2.223957214E+02
1.488951927E+00  2.217598419E+02
1.496230092E+00  2.221099854E+02
1.503508258E+00  2.210631561E+02
