File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNiSi a,bcc FeNiSi Vol
FeNiSi_DAC14_P2b_005,0.002854279496699378,0.06471795937254275,24,26,0.860255,3,2.8139505074431788,22.281753429991245
