E,DOS
0.24965199999999999,0.00434040756938622
0.49930399999999997,0.01621272328193142
0.748957,0.03493689627913536
0.998609,0.06341768062762511
1.2482600000000001,0.10679053283186199
1.49791,0.16625216334924808
1.74757,0.23588049984600412
1.99722,0.30914847861378764
2.24687,0.38250598122792717
2.4965200000000003,0.45761895075967196
2.74617,0.5401218162700646
2.9958299999999998,0.6370877479083453
3.24548,0.7565700683335895
3.49513,0.8939078091418613
3.7447800000000004,1.0273076767343021
3.99444,1.1407756838893515
4.24409,1.2401326431606057
4.49374,1.3465302335479974
4.74339,1.46099784092166
4.993040000000001,1.6367104941839894
5.2427,1.8626032574010911
5.49235,2.127892343369488
5.742,2.309127829371027
5.99165,2.4655437859592864
6.2413099999999995,2.757732705098767
6.49096,3.118321268216905
6.74061,3.4689852333428446
6.99026,3.7973864711873544
7.239910000000001,4.1865042800514685
7.48957,4.655475646517825
7.7392199999999995,4.929835297809383
7.9888699999999995,4.960087741419048
8.23852,5.118244143997652
8.48818,5.415200355819178
8.73783,5.640030279732575
8.98748,5.929510992041346
9.23713,6.258610784920424
9.48678,6.574393777572021
9.73644,6.885084089022726
9.986089999999999,7.374032392011036
10.2357,8.050136744670962
10.4854,8.64617027112354
10.735,9.233876924735744
10.9847,9.848581488761074
11.2343,10.197278111196841
11.484,10.356789822106975
11.7337,10.877852710338871
11.9833,11.56760685841414
12.233,11.970227729259022
12.4826,12.510095739532474
12.7323,13.469624305963189
12.9819,14.49592928992042
13.2316,15.386810322962324
13.4812,16.114734662166338
13.7309,16.752562472422984
13.9805,16.914158769781054
14.2302,16.793625789376655
14.4798,17.287278770733213
14.7295,18.181217883841708
14.9791,19.17836467201558
15.2288,20.532714784341067
15.4784,21.88887893100542
15.7281,21.861171419486038
15.9777,21.330237821089117
16.2274,22.108035831049733
16.477,23.876316922867765
16.7267,25.08119157817126
16.9764,26.04877102529843
17.226,27.85438966120087
17.4757,29.71965925033589
17.7253,30.915890784047843
17.975,31.788209408310525
18.2246,32.37399030679605
18.4743,33.39928143087446
18.7239,35.34370843453936
18.9736,37.49583509581714
19.2232,39.15435814057008
19.4729,40.675209810705006
19.7225,43.52748626132718
19.9722,47.009842568480636
20.2218,50.21036524428883
20.4715,51.16550708266798
20.7211,51.296481141290855
20.9708,53.966484788948705
21.2204,57.469978824403015
21.4701,59.44008330537043
21.7197,61.070342730809436
21.9694,63.82159834999389
22.219,66.81654481461582
22.4687,69.25419281474356
22.7184,72.25472086576652
22.968,76.15709573337739
23.2177,79.80312756842018
23.4673,83.28408134200485
23.717,87.58309649753073
