Parameters,Values,Std
extrapeak Peak 0 Intensity,1.4127311580477109,0.6827046125638165
bcc FeNi Peak 0 Intensity,3.322579554455265,0.7075410842587602
extrapeak Peak Width,0.22886957277268774,0.02862409242158388
bcc FeNi Peak Width,0.16687784665028801,0.00446968176982209
extrapeak Peak Shape,0.6329827017577895,0.44427654037200565
bcc FeNi Peak Shape,0.9999999999999757,0.25674009470196163
extrapeak a,2.9840706231796434,0.00035386632713892905
bcc FeNi a,2.8442068047125533,5.657951300931959e-05
Background 0,626.9761415952092,38.715358232344066
Background 1,-37.94637382470726,3.156473094875069
Background 2,0.8262612743097576,0.06425040211450846
