File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,bcc FeNi a,extrapeak Vol,bcc FeNi Vol
FeNi_DAC11_P1b_004,0.0033701131472374016,0.048089741687668275,23,26,0.860255,3,2.9840706231796434,2.8442068047125533,26.572186489262887,23.00824606691158
