File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNi a,extrapeak a,bcc FeNi Vol,extrapeak Vol
FeNi_DAC14_P1b_002,0.004958997324520255,0.08636072522461521,23,26,0.860255,3,2.8592534241731884,2.981935391382769,23.375340706966405,26.515186643069946
