2theta,Intensity,Model,Residual,Background,bcc FeNi,extrapeak
23.0023113,303.741333,304.0827544544149,-0.341421454414899,303.59298695295115,0.14366518636676778,0.34610231509699535
23.00959723,303.9547424,303.9723424822229,-0.017600082222941182,303.4719664043637,0.14501106046361825,0.35536501739564547
23.01688316,303.9385986,303.86264971252143,0.07594888747854611,303.35127330666637,0.14637592707307956,0.36500047878197295
23.02416909,303.7553711,303.75369654179724,0.0016745582027510864,303.2309076598576,0.14776014506700985,0.3750287368726243
23.03145502,303.66394039999994,303.645504722716,0.01843567728394646,303.11086946393857,0.1491640818296836,0.3854711769477499
23.03874095,303.3757629,303.5380974731008,-0.16233457310079302,302.99115871890876,0.15058811350112927,0.3963506406908784
23.04602688,303.22644039999994,303.4314995951431,-0.20505919514317839,302.87177542476866,0.1520326252286069,0.40769154514586886
23.0533128,303.07476810000003,303.32573775050093,-0.250969650500906,302.7527197446982,0.15349800940079544,0.4195199964019198
23.06059873,302.9375,303.2208400238704,-0.28334002387038026,302.6339913518873,0.15498467399009264,0.43186399799299624
23.06788466,302.8000488,303.11683695098,-0.31678815097995994,302.5155904099654,0.1564930307637892,0.4447535102507998
23.07517059,302.5740662,303.0137611091963,-0.43969490919630516,302.39751691893275,0.15802350358714964,0.4582206866764237
23.08245652,302.705719,302.9116474528743,-0.20592845287433192,302.2797708787896,0.15957652672379377,0.47230004736093156
23.08974245,303.05749510000004,302.81053352209085,0.2469615779091896,302.16235228953633,0.16115254514315247,0.4870286874113874
23.09702838,303.3312988,302.7104596726854,0.620839127314639,302.0452611511714,0.16275201483858884,0.5024465066753757
23.10431431,303.4415894,302.6114693300815,0.8301200699185074,301.92849746369666,0.16437540315658378,0.5185964632282367
23.11160023,303.2432861,302.513609403168,0.729676696831973,301.8120613866963,0.16602318685888742,0.5355248296127982
23.11888616,302.7946167,302.4169300586503,0.37768664134972596,301.6959526005505,0.16769586155497007,0.5532815965447632
23.12617209,302.69812010000004,302.32148587035147,0.3766342296485732,301.5801712652942,0.16939392849859802,0.5719206765586745
23.13345802,302.669342,302.2273356609095,0.4420063390904829,301.4647173809269,0.1711179039780992,0.5915003760044913
23.14074395,302.44021610000004,302.1345430592843,0.3056730407157602,301.3495909474493,0.1728683174632567,0.6120837943716856
23.14802988,302.3063049,302.04317697014875,0.2631279298512368,301.23479196486073,0.1746457120109899,0.6337392932770191
23.15531581,302.3390198,301.9533120961388,0.38570770386121467,301.1203204331616,0.17645064468568308,0.6565410182914937
23.16260174,302.32946780000003,301.86502951961654,0.4644382803834901,301.0061763523522,0.17828368699473912,0.6805694802695776
23.16988766,302.2524109,301.77841746921723,0.47399343078274114,300.89235987842153,0.18014542276480425,0.7059121680308729
23.17717359,301.87539669999995,301.6935715711902,0.18182512880974855,300.7788706989411,0.182036458869974,0.7326644133791475
23.18445952,301.7667542,301.6105963729702,0.1561578270298014,300.66570897035035,0.18395741038673635,0.7609299922331028
23.19174545,301.5616455,301.5296057720775,0.032039727922494876,300.55287469264863,0.18590891127780604,0.7908221681510562
23.19903138,301.2254333,301.4507241524809,-0.22529085248089586,300.44036786583615,0.1878916123786048,0.8224646742661873
23.20631731,300.95254520000003,301.3740875249145,-0.4215423249144692,300.3281884899134,0.18990618193867645,0.8559928530624512
23.21360324,300.764801,301.2998448077471,-0.5350438077471154,300.2163365648796,0.19195330618348228,0.891554936684024
23.22088917,300.7669067,301.2281592672635,-0.46125256726350017,300.10481209073555,0.1940336898974262,0.9293134866305091
23.22817509,300.574646,301.1592102314694,-0.5845642314694146,299.9936152198743,0.19614805410341646,0.9694469574916914
23.23546102,300.8061523,301.0931945416431,-0.28704224164306424,299.88274564705944,0.1982971483455949,1.0121517462380492
23.24274695,300.67294310000005,301.03032917982694,-0.3573860798268811,299.7722035251338,0.20048173393144103,1.0576439207617028
23.25003288,300.9173889,300.97085320973355,-0.05346430973355609,299.6619888540977,0.20270259616959965,1.1061617594662907
23.25731881,300.6354065,300.9150304962589,-0.27962399625891976,299.55210163395054,0.2049605421954317,1.157968320112927
23.26460474,300.69555660000003,300.863152667481,-0.16759606748098577,299.4425418646931,0.20725640170255724,1.2133544010853456
