Parameters,Values,Std
bcc FeNi Peak 0 Intensity,6.059842918252195,2.0049878091534543
extrapeak Peak 0 Intensity,1.096795271586172,1.4403865259403907
bcc FeNi Peak Width,0.11617690585526623,0.0031532118593771397
extrapeak Peak Width,0.1887931462090212,0.03458911038614693
bcc FeNi Peak Shape,0.9999999999999999,0.37550902564688243
extrapeak Peak Shape,0.9999999997365699,1.615341304123037
bcc FeNi a,2.8592534241731884,4.1288038379763175e-05
extrapeak a,2.981935391382769,0.0004858514057412037
Background 0,2318.06569267326,80.79521735368897
Background 1,-158.5212949854122,6.596434526144681
Background 2,3.0842259706023722,0.13445478690989487
