# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 1.000e-04, 1.000e-04 m
# PONI: 1.797e-01, 1.289e-01 m
# Distance Sample to Detector: 0.31915368838 m
# Rotations: 0.000819 0.003304 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 319.156 mm
# Center: x=1286.121, y=1807.483 pix
# Tilt: 0.195 deg  TiltPlanRot: 103.923 deg
# 
# Wavelength: 8.60255e-11
# Polarization factor: 0.99
# Normalization factor: None
#
# 2th_deg	 I
4.523617939E-01  5.295007324E+01
4.596477227E-01  5.132273865E+01
4.669336515E-01  5.594506073E+01
4.742195802E-01  5.606091309E+01
4.815055090E-01  5.607263565E+01
4.887914377E-01  5.515083313E+01
4.960773665E-01  5.505260849E+01
5.033632952E-01  5.321773529E+01
5.106492240E-01  5.279500961E+01
5.179351528E-01  5.372832489E+01
5.252210815E-01  5.496544647E+01
5.325070103E-01  5.475679779E+01
5.397929390E-01  5.408433151E+01
5.470788678E-01  5.400292206E+01
5.543647966E-01  5.441257095E+01
5.616507253E-01  5.383148193E+01
5.689366541E-01  5.378833389E+01
5.762225828E-01  5.447822952E+01
5.835085116E-01  5.489447784E+01
5.907944404E-01  5.492530823E+01
5.980803691E-01  5.506877899E+01
6.053662979E-01  5.457408905E+01
6.126522266E-01  5.524805450E+01
6.199381554E-01  5.542599106E+01
6.272240841E-01  5.593938828E+01
6.345100129E-01  5.742749405E+01
6.417959417E-01  5.776765823E+01
6.490818704E-01  5.865598679E+01
6.563677992E-01  5.781312943E+01
6.636537279E-01  5.661856461E+01
6.709396567E-01  5.546191025E+01
6.782255855E-01  5.507688522E+01
6.855115142E-01  5.485832977E+01
6.927974430E-01  5.450257874E+01
7.000833717E-01  5.518346024E+01
7.073693005E-01  5.636155319E+01
7.146552293E-01  5.674387741E+01
7.219411580E-01  5.662370682E+01
7.292270868E-01  5.643626785E+01
7.365130155E-01  5.651217651E+01
7.437989443E-01  5.679280853E+01
7.510848730E-01  5.705911255E+01
7.583708018E-01  5.723435593E+01
7.656567306E-01  5.716917419E+01
7.729426593E-01  5.714752579E+01
7.802285881E-01  5.689369202E+01
7.875145168E-01  5.694216919E+01
7.948004456E-01  5.706188202E+01
8.020863744E-01  5.742273331E+01
8.093723031E-01  5.748706436E+01
8.166582319E-01  5.765024185E+01
8.239441606E-01  5.790387344E+01
8.312300894E-01  5.790233612E+01
8.385160182E-01  5.785071945E+01
8.458019469E-01  5.842879868E+01
8.530878757E-01  5.892360306E+01
8.603738044E-01  5.881885910E+01
8.676597332E-01  5.845524597E+01
8.749456619E-01  5.813847351E+01
