File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P6b_022,0.0016591231526989904,0.03332674730399244,22,29,0.860255,3,2.3892006393533793,3.7859533356874797,2.965080925596879,18.715917966907682,1.5846108833756725,26.06811648864473
