E,DOS
0.24748499999999998,0.0035111244537897185
0.494971,0.014553864634682693
0.742456,0.03470801461007525
0.989941,0.06539651079860419
1.23743,0.10924956928439684
1.48491,0.1729062207884899
1.7324,0.25388502364023763
1.9798799999999999,0.3396280791200838
2.22737,0.42852431566598526
2.47485,0.5168823018988665
2.72234,0.5742372074430864
2.96982,0.5854127349137423
3.21731,0.6309379132185371
3.4647900000000003,0.7679503600454154
3.7122800000000002,0.8841468508863978
3.9597599999999997,0.9427800349966726
4.20725,1.062456341478873
4.45474,1.299022469842626
4.70222,1.5952397550193835
4.94971,1.7779210182132943
5.19719,1.767946126527619
5.44468,1.719539153134511
5.692159999999999,1.8099491374714771
5.93965,2.020820770898426
6.187130000000001,2.282414238626076
6.43462,2.5202062994121124
6.6821,2.7390622069245483
6.929589999999999,2.886269395043378
7.17707,2.887774380139074
7.4245600000000005,3.185102951731108
7.672039999999999,3.7993838643772464
7.91953,4.238131292965417
8.167010000000001,4.5729578051128055
8.4145,4.855881863517645
8.66199,4.980061591736726
8.909469999999999,4.96773801676374
9.15696,4.929027043985575
9.40444,4.98877247784243
9.65193,4.9746215591951675
9.899410000000001,5.1836065045577
10.1469,6.059427297988939
10.3944,6.901354039607863
10.6419,7.17655798631796
10.8894,7.527653791793348
11.1368,8.645934015324581
11.3843,10.066299870274825
11.6318,10.434350640900126
11.8793,9.940335441826727
12.1268,9.796828128520898
12.3743,9.649579571558354
12.6218,9.220969198943209
12.8692,9.435341220371516
13.1167,10.689787265072788
13.3642,12.397380887866712
13.6117,13.393016600294859
13.8592,13.646032933852503
14.1067,14.19768131939944
14.3541,15.19717515155827
14.6016,16.350262057516325
14.8491,16.97185455318439
15.0966,16.672206153930386
15.3441,16.69288757956655
15.5916,17.679469936800082
15.8391,18.971302300789716
16.0865,19.841000968944815
16.334,19.712966090914286
16.5815,19.28874747100332
16.829,19.907872654205566
17.0765,21.730938224681434
17.324,24.95442660351326
17.5715,27.89161501804717
17.8189,27.261291469689215
