File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P9a_034,0.0018448042831379866,0.04065365403644965,22,30,0.860255,4,2.328754274478451,3.691993455417794,2.9476928648870313,17.339592399230515,1.58539417227464,25.612188565178585
