Fit results
,Deviator,background
value,5.147E-02, 4.62147E-01
error,0.000E+00, 1.89789E-02

Iteration history
Deviator,Quality,background,,
1.397E+02, 4.734E+01, 3.000E+00,  
9.672E+01, 3.480E+01, 2.600E+00, L
6.548E+01, 2.510E+01, 2.240E+00, L
4.274E+01, 1.800E+01, 1.916E+00, L
2.682E+01, 1.256E+01, 1.624E+00, L
1.578E+01, 8.580E+00, 1.362E+00, L
8.407E+00, 5.549E+00, 1.126E+00, L
3.840E+00, 3.269E+00, 9.132E-01, L
1.284E+00, 1.656E+00, 7.219E-01, L
1.904E-01, 1.757E-01, 5.497E-01, L
7.026E-02, 3.219E-02, 4.943E-01,  
5.185E-02, 7.310E-04, 4.667E-01,  
5.147E-02, 1.603E-07, 4.622E-01,  
5.147E-02,, 4.621E-01,  
