Parameters,Values,Std
bcc FeNi Peak 0 Intensity,10.150640125487403,3.574515282496352
extrapeak Peak 0 Intensity,2.1210295075898458,2.7001360044844147
bcc FeNi Peak Width,0.1153393660480771,0.003275444072368258
extrapeak Peak Width,0.17256583701721917,0.027975002087964964
bcc FeNi Peak Shape,0.9999999999999999,0.39903579368730646
extrapeak Peak Shape,0.9999999999841409,1.5402628476478708
bcc FeNi a,2.842961550883301,4.2818355481675755e-05
extrapeak a,2.9806510748355706,0.0003917811636755255
Background 0,4083.795717883482,141.16658759815658
Background 1,-278.3893030948901,11.516767141066381
Background 2,5.440328302275061,0.234571798940602
