File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNi a,extrapeak a,bcc FeNi Vol,extrapeak Vol
FeNi_DAC14_P2a_005,0.00480831198528628,0.11381810262741465,23,26,0.860255,3,2.842961550883301,2.9806510748355706,22.978038807464745,26.48094120483746
