File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNiSi a,bcc FeNiSi Vol
FeNiSi_Ambient_021,0.057179651732787516,0.7915013346244615,22,27,0.860255,3,2.857562723636301,23.333899116200172
