2theta,Intensity,Model,Residual,Background,bcc FeNiSi
22.00503228,196.55140690000002,198.79893659780964,-2.2475296978096253,197.4654450183225,1.3334915794871567
22.01240291,195.60025019999998,198.52368614270907,-2.923435942709091,197.18254479723873,1.3411413454703347
22.01977355,194.8522186,198.24898132433043,-3.3967627243304435,196.90012422555264,1.348857098777791
22.02714418,193.9546967,197.97482364852414,-4.020126948524137,196.61818406960447,1.35663957891966
22.03451482,193.26170349999998,197.70121314279908,-4.439509642799095,196.33672356435636,1.3644895784427176
22.04188546,192.07633969999998,197.42815096208906,-5.351811262089086,196.0557430926533,1.3724078694357575
22.04925609,191.7886353,197.15563826971808,-5.367002969718072,195.77524303473456,1.3803952349835307
22.05662673,192.1374054,196.88367513176155,-4.746269731761544,195.49522262946903,1.3884525022925263
22.06399736,192.1707916,196.61226310348476,-4.441471503484763,195.21568263668587,1.3965804667988941
22.071368,191.84425349999998,196.3414022776922,-4.497148777692217,194.93662229785923,1.4047799798329799
22.07873863,191.68339540000002,196.07109423081533,-4.38769883081531,194.6580423702103,1.4130518606050382
22.08610927,191.671524,195.80133908324498,-4.129815083244978,194.37994209782255,1.4213969854224373
22.0934799,191.6535339,195.53213843343164,-3.878604533431627,194.10232223530966,1.4298161981219821
22.10085054,191.4291534,195.26349243023662,-3.8343390302366345,193.8251820293599,1.4383104008767353
22.10822117,191.276535,194.99540269502086,-3.7188676950208617,193.5485222319826,1.4468804630382606
22.11559181,191.0572052,194.727869406041,-3.6706642060410104,193.2723420924699,1.455527313571122
22.12296245,190.9182281,194.46089384666098,-3.5426657466609868,192.99664198650362,1.4642518601573569
22.13033308,190.877121,194.19447731100306,-3.317356311003067,192.7214222871553,1.4730550238477684
22.13770372,190.8296814,193.92862002324148,-3.09893862324148,192.44668224762563,1.4819377756158363
22.14507435,190.6375885,193.66332366615026,-3.0257351661502696,192.1724226134138,1.4909010527364517
22.15244499,190.43121340000002,193.39858849578633,-2.967375095786309,191.89864264032258,1.4999458554637453
22.15981562,190.229538,193.1344162212498,-2.9048782212498168,191.62534307124633,1.5090731500034817
22.16718626,190.0198212,192.8708071315542,-2.8509859315541917,191.3525231645931,1.5182839669610873
22.17455689,189.865097,192.60776296319796,-2.7426659631979646,191.0801836606529,1.5275793025450497
22.18192753,189.5678864,192.3452840392664,-2.777397639266411,190.80832382043764,1.5369602188287568
22.18929817,189.15136719999998,192.08337176981385,-2.93200456981387,190.53694401376788,1.5464277560459634
22.1966688,188.9051666,191.82202757804666,-2.916860978046657,190.2660446078562,1.5559829701904526
22.20403944,188.6027374,191.5612518403616,-2.958514440361597,189.99562486762397,1.5656269727376155
22.21141007,188.2269897,191.3010463667504,-3.0740566667504083,189.72568552684743,1.5753608399029775
22.21878071,187.9576111,191.0414115706927,-3.083800470692694,189.45622585305455,1.5851857176381456
22.22615134,187.8379517,190.7823492937076,-2.944397593707606,189.18724657741313,1.5951027162944595
22.23352198,187.7171936,190.52385998765405,-2.8066663876540474,188.91874697005778,1.6051130175962558
22.24089261,187.5203247,190.2659455268837,-2.745620826883709,188.65072775955286,1.6152177673308408
22.24826325,187.3329773,190.0086064029846,-2.675629102984601,188.3831882186355,1.6254181843491133
22.25563388,187.0292816,189.7518445244986,-2.722562924498618,188.11612907326617,1.6357154512324343
22.26300452,186.57724,189.49566042415955,-2.9184204241595637,187.84954959878723,1.6461108253723302
22.27037516,186.2160492,189.24005569972223,-3.0240064997222476,187.58345015785244,1.656605541869792
22.27774579,186.1932068,188.9850319657274,-2.7918251657273743,187.31783111051254,1.667200855214841
22.28511643,186.03417969999998,188.7305898194169,-2.6964101194169245,187.0526917360162,1.677898083400722
