# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 1.000e-04, 1.000e-04 m
# PONI: 1.787e-01, 1.298e-01 m
# Distance Sample to Detector: 0.319445396072 m
# Rotations: 0.001024 0.002573 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 319.447 mm
# Center: x=1294.637, y=1795.549 pix
# Tilt: 0.159 deg  TiltPlanRot: 111.694 deg
# 
# Wavelength: 8.60225e-11
# Polarization factor: 0.99
# Normalization factor: None
#
# 2th_deg	 I
3.685318188E-03  1.994503784E+01
1.105595369E-02  1.867672920E+01
1.842658918E-02  1.851287842E+01
2.579722468E-02  1.764017487E+01
3.316786018E-02  1.781729889E+01
4.053849567E-02  1.765136337E+01
4.790913117E-02  1.686371231E+01
5.527976667E-02  1.590557861E+01
6.265040217E-02  1.666060638E+01
7.002103766E-02  1.733055115E+01
7.739167316E-02  1.804784584E+01
8.476230866E-02  1.896995926E+01
9.213294416E-02  1.840772629E+01
9.950357965E-02  1.754824257E+01
1.068742152E-01  1.680907822E+01
1.142448506E-01  1.702058792E+01
1.216154861E-01  1.704532623E+01
1.289861216E-01  1.689369583E+01
1.363567571E-01  1.697708511E+01
1.437273926E-01  1.716428947E+01
1.510980281E-01  1.719132996E+01
1.584686636E-01  1.687168312E+01
1.658392991E-01  1.690989876E+01
1.732099346E-01  1.724835205E+01
1.805805701E-01  1.740044975E+01
1.879512056E-01  1.746516800E+01
1.953218411E-01  1.759428024E+01
2.026924766E-01  1.741767502E+01
2.100631121E-01  1.694008255E+01
2.174337476E-01  1.686982155E+01
2.248043831E-01  1.667899895E+01
2.321750186E-01  1.652696228E+01
2.395456541E-01  1.636347198E+01
2.469162896E-01  1.687614822E+01
2.542869251E-01  1.702174377E+01
2.616575606E-01  1.726564980E+01
2.690281961E-01  1.714954185E+01
2.763988316E-01  1.674444962E+01
2.837694671E-01  1.657432747E+01
2.911401026E-01  1.629439163E+01
2.985107381E-01  1.660370445E+01
3.058813736E-01  1.636036682E+01
3.132520091E-01  1.650144958E+01
3.206226446E-01  1.623101234E+01
3.279932801E-01  1.631856155E+01
3.353639156E-01  1.628983879E+01
3.427345511E-01  1.638342094E+01
3.501051866E-01  1.633816338E+01
3.574758221E-01  1.649860573E+01
3.648464576E-01  1.653500557E+01
3.722170931E-01  1.645569992E+01
3.795877286E-01  1.665327644E+01
3.869583640E-01  1.662879372E+01
3.943289995E-01  1.668467140E+01
4.016996350E-01  1.665082550E+01
4.090702705E-01  1.663733101E+01
4.164409060E-01  1.678013611E+01
4.238115415E-01  1.675592422E+01
4.311821770E-01  1.689598846E+01
4.385528125E-01  1.682365417E+01
4.459234480E-01  1.662590408E+01
4.532940835E-01  1.638480949E+01
4.606647190E-01  1.645300102E+01
4.680353545E-01  1.656892776E+01
4.754059900E-01  1.684994316E+01
4.827766255E-01  1.711167908E+01
4.901472610E-01  1.681427956E+01
4.975178965E-01  1.680471420E+01
5.048885320E-01  1.680020523E+01
5.122591675E-01  1.654173470E+01
5.196298030E-01  1.640685463E+01
5.270004385E-01  1.621907806E+01
5.343710740E-01  1.609823799E+01
5.417417095E-01  1.631698227E+01
5.491123450E-01  1.650702286E+01
5.564829805E-01  1.671560097E+01
5.638536160E-01  1.672688293E+01
5.712242515E-01  1.681828308E+01
5.785948870E-01  1.697045517E+01
5.859655225E-01  1.709307480E+01
5.933361580E-01  1.737632561E+01
6.007067935E-01  1.733016396E+01
6.080774290E-01  1.722272301E+01
6.154480645E-01  1.728840256E+01
6.228187000E-01  1.728996086E+01
6.301893355E-01  1.722325706E+01
6.375599710E-01  1.689808273E+01
6.449306065E-01  1.690393066E+01
6.523012420E-01  1.688760567E+01
6.596718774E-01  1.680174637E+01
6.670425129E-01  1.673925018E+01
6.744131484E-01  1.669617271E+01
6.817837839E-01  1.667378807E+01
6.891544194E-01  1.651703262E+01
6.965250549E-01  1.640889931E+01
7.038956904E-01  1.648867798E+01
7.112663259E-01  1.658037567E+01
7.186369614E-01  1.662277031E+01
7.260075969E-01  1.652479362E+01
7.333782324E-01  1.662241554E+01
7.407488679E-01  1.679944420E+01
7.481195034E-01  1.687057495E+01
7.554901389E-01  1.698597908E+01
7.628607744E-01  1.711194229E+01
7.702314099E-01  1.718242836E+01
7.776020454E-01  1.713129807E+01
7.849726809E-01  1.692867661E+01
7.923433164E-01  1.676718521E+01
7.997139519E-01  1.651883125E+01
8.070845874E-01  1.644088554E+01
8.144552229E-01  1.657545662E+01
8.218258584E-01  1.672296715E+01
8.291964939E-01  1.697727966E+01
8.365671294E-01  1.690004539E+01
8.439377649E-01  1.684507179E+01
8.513084004E-01  1.669354820E+01
8.586790359E-01  1.657861328E+01
8.660496714E-01  1.647247696E+01
8.734203069E-01  1.645225143E+01
8.807909424E-01  1.663462448E+01
8.881615779E-01  1.681768417E+01
8.955322134E-01  1.712488174E+01
9.029028489E-01  1.728673553E+01
9.102734844E-01  1.731935310E+01
9.176441199E-01  1.727020836E+01
9.250147554E-01  1.714008522E+01
9.323853909E-01  1.720760155E+01
9.397560263E-01  1.702943230E+01
9.471266618E-01  1.686158180E+01
9.544972973E-01  1.677643967E+01
9.618679328E-01  1.665032578E+01
9.692385683E-01  1.650833702E+01
9.766092038E-01  1.645153999E+01
9.839798393E-01  1.678474045E+01
9.913504748E-01  1.684077454E+01
9.987211103E-01  1.689014244E+01
1.006091746E+00  1.677210426E+01
1.013462381E+00  1.670327950E+01
1.020833017E+00  1.665530014E+01
1.028203652E+00  1.681111145E+01
1.035574288E+00  1.692484665E+01
1.042944923E+00  1.704818916E+01
1.050315559E+00  1.707245255E+01
1.057686194E+00  1.696267319E+01
1.065056830E+00  1.689117813E+01
1.072427465E+00  1.674337578E+01
1.079798101E+00  1.679340744E+01
1.087168736E+00  1.681203270E+01
1.094539372E+00  1.705294418E+01
1.101910007E+00  1.707884789E+01
1.109280643E+00  1.709530830E+01
1.116651278E+00  1.704770279E+01
1.124021914E+00  1.703596115E+01
1.131392549E+00  1.719901466E+01
1.138763185E+00  1.721143913E+01
1.146133820E+00  1.713262367E+01
1.153504456E+00  1.691952705E+01
1.160875091E+00  1.689618683E+01
1.168245727E+00  1.677207565E+01
1.175616362E+00  1.680158615E+01
1.182986998E+00  1.697433090E+01
1.190357633E+00  1.711569786E+01
1.197728269E+00  1.736465836E+01
1.205098904E+00  1.733046913E+01
1.212469540E+00  1.733837509E+01
1.219840175E+00  1.710715103E+01
1.227210811E+00  1.695752144E+01
1.234581446E+00  1.694546318E+01
1.241952082E+00  1.699629593E+01
1.249322717E+00  1.710410690E+01
1.256693353E+00  1.730876923E+01
1.264063988E+00  1.748186493E+01
1.271434624E+00  1.767075729E+01
1.278805259E+00  1.791189384E+01
1.286175895E+00  1.831902695E+01
1.293546530E+00  1.888880348E+01
1.300917166E+00  1.930774307E+01
1.308287801E+00  2.052922058E+01
1.315658437E+00  2.186325455E+01
1.323029072E+00  2.452489853E+01
1.330399708E+00  2.834162140E+01
1.337770343E+00  3.264799500E+01
1.345140979E+00  4.024275589E+01
1.352511614E+00  4.680102921E+01
1.359882250E+00  5.915901184E+01
1.367252885E+00  7.142489624E+01
1.374623521E+00  8.738676453E+01
1.381994156E+00  1.130064697E+02
1.389364792E+00  1.326479950E+02
1.396735427E+00  1.831662750E+02
1.404106063E+00  2.174172516E+02
1.411476698E+00  2.803406372E+02
1.418847334E+00  3.522175293E+02
1.426217969E+00  4.121863403E+02
1.433588605E+00  5.336506958E+02
1.440959240E+00  5.977751465E+02
1.448329876E+00  7.297978516E+02
1.455700511E+00  8.280557861E+02
1.463071147E+00  9.247449341E+02
1.470441782E+00  1.065600830E+03
1.477812418E+00  1.132938965E+03
1.485183053E+00  1.288503052E+03
1.492553689E+00  1.364039185E+03
1.499924324E+00  1.461730591E+03
1.507294960E+00  1.560395020E+03
1.514665595E+00  1.617304199E+03
1.522036231E+00  1.724394287E+03
1.529406866E+00  1.766443848E+03
1.536777502E+00  1.841779907E+03
1.544148137E+00  1.892612915E+03
1.551518773E+00  1.928823608E+03
1.558889408E+00  1.982981079E+03
1.566260044E+00  1.997853760E+03
1.573630679E+00  2.044097168E+03
1.581001315E+00  2.056185059E+03
1.588371950E+00  2.072137451E+03
1.595742586E+00  2.092118408E+03
1.603113221E+00  2.084545410E+03
1.610483857E+00  2.117543701E+03
1.617854492E+00  2.108538574E+03
1.625225128E+00  2.119338623E+03
1.632595763E+00  2.125313965E+03
1.639966399E+00  2.115559814E+03
1.647337034E+00  2.132290283E+03
1.654707670E+00  2.112800049E+03
1.662078305E+00  2.118211914E+03
1.669448941E+00  2.113350098E+03
1.676819576E+00  2.101198975E+03
1.684190212E+00  2.111288574E+03
1.691560847E+00  2.087698486E+03
1.698931483E+00  2.093962158E+03
1.706302118E+00  2.075963135E+03
1.713672754E+00  2.059826416E+03
1.721043389E+00  2.057374268E+03
1.728414025E+00  2.027357300E+03
1.735784660E+00  2.037211792E+03
1.743155296E+00  2.008967651E+03
1.750525931E+00  1.994195312E+03
1.757896567E+00  1.980942139E+03
1.765267202E+00  1.950382202E+03
1.772637838E+00  1.954632935E+03
1.780008473E+00  1.923240967E+03
1.787379109E+00  1.914343384E+03
1.794749744E+00  1.896094238E+03
1.802120380E+00  1.872668823E+03
1.809491015E+00  1.872360107E+03
1.816861651E+00  1.844293823E+03
1.824232286E+00  1.841194336E+03
1.831602922E+00  1.818883423E+03
1.838973557E+00  1.798358398E+03
1.846344193E+00  1.785616211E+03
1.853714828E+00  1.754544312E+03
1.861085464E+00  1.754286133E+03
1.868456099E+00  1.729685181E+03
1.875826735E+00  1.715139771E+03
1.883197370E+00  1.698674805E+03
1.890568006E+00  1.673581055E+03
1.897938641E+00  1.674703491E+03
1.905309276E+00  1.650522583E+03
1.912679912E+00  1.642067749E+03
1.920050547E+00  1.625436157E+03
1.927421183E+00  1.605836670E+03
1.934791818E+00  1.594387329E+03
1.942162454E+00  1.571176758E+03
1.949533089E+00  1.564276733E+03
1.956903725E+00  1.547602539E+03
1.964274360E+00  1.533407227E+03
1.971644996E+00  1.525609741E+03
1.979015631E+00  1.506972656E+03
1.986386267E+00  1.507985352E+03
1.993756902E+00  1.490623535E+03
2.001127538E+00  1.478174072E+03
2.008498173E+00  1.465802856E+03
2.015868809E+00  1.447297241E+03
2.023239444E+00  1.444412354E+03
2.030610080E+00  1.425827515E+03
2.037980715E+00  1.418427734E+03
2.045351351E+00  1.408299805E+03
2.052721986E+00  1.393179321E+03
2.060092622E+00  1.390441772E+03
2.067463257E+00  1.375143066E+03
2.074833893E+00  1.372698730E+03
2.082204528E+00  1.363172119E+03
2.089575164E+00  1.352223267E+03
2.096945799E+00  1.349184082E+03
2.104316435E+00  1.335406616E+03
2.111687070E+00  1.335430054E+03
2.119057706E+00  1.323433716E+03
2.126428341E+00  1.316879395E+03
2.133798977E+00  1.313441284E+03
2.141169612E+00  1.299907104E+03
2.148540248E+00  1.301905151E+03
2.155910883E+00  1.287950684E+03
2.163281519E+00  1.283440430E+03
2.170652154E+00  1.277343140E+03
2.178022790E+00  1.266139160E+03
2.185393425E+00  1.266809814E+03
2.192764061E+00  1.255466797E+03
2.200134696E+00  1.255621460E+03
2.207505332E+00  1.248121460E+03
2.214875967E+00  1.241005127E+03
2.222246603E+00  1.239174072E+03
2.229617238E+00  1.227082520E+03
2.236987874E+00  1.226453979E+03
2.244358509E+00  1.215902222E+03
2.251729145E+00  1.208598633E+03
2.259099780E+00  1.204033203E+03
2.266470416E+00  1.191505371E+03
2.273841051E+00  1.193171387E+03
2.281211687E+00  1.181846436E+03
2.288582322E+00  1.177502930E+03
2.295952958E+00  1.170020874E+03
2.303323593E+00  1.160061035E+03
2.310694229E+00  1.157434570E+03
2.318064864E+00  1.146905640E+03
2.325435500E+00  1.143831177E+03
2.332806135E+00  1.135723389E+03
2.340176771E+00  1.127309082E+03
2.347547406E+00  1.123189697E+03
2.354918042E+00  1.113745483E+03
2.362288677E+00  1.112378540E+03
2.369659313E+00  1.103878418E+03
2.377029948E+00  1.098868652E+03
2.384400584E+00  1.094365479E+03
2.391771219E+00  1.085183105E+03
2.399141855E+00  1.086640625E+03
2.406512490E+00  1.078624512E+03
2.413883126E+00  1.075197876E+03
