Parameters,Values,Std
bcc FeNiSi Peak 0 Intensity,82.89870828833912,11.66335424884913
bcc FeNiSi Peak Width,0.21389633972395858,0.005792819719486955
bcc FeNiSi Peak Shape,0.9999999999999979,0.18229447513825842
bcc FeNiSi a,2.857562723636301,8.902213135275135e-05
Background 0,3182.0985961104357,168.53184630138762
Background 1,-232.8535776831723,13.789676870811121
Background 2,4.418055750288075,0.28059108189938975
