File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNiSi a,bcc FeNiSi Vol
FeNiSi_DAC14_P1b_002,0.0031698424868243785,0.06082916372084851,24,26,0.860255,3,2.8203335567031074,22.433726670274712
