2theta,Intensity,Model,Residual,Background,bcc FeNiSi
24.00031924,384.768219,385.82912269859963,-1.0609036985996454,385.1773713852208,0.651751313378843
24.00759741,384.5201111,385.51565864040225,-0.9955475404022422,384.85348932582656,0.662169314575704
24.01487557,384.67294310000005,385.20324713857724,-0.5303040385771851,384.53040907713057,0.6728380614466775
24.02215374,384.77105710000006,384.8918954128356,-0.12083831283553081,384.2081297513232,0.6837656615123786
24.0294319,384.91366580000005,384.58161272343796,0.33205307656209015,383.8866522340131,0.6949604894248096
24.03671007,385.0238037,384.27240696481914,0.7513967351808333,383.56597564179356,0.7064313230255753
24.04398823,385.1516113,383.96428809290387,1.1873232070961421,383.2461008558694,0.7181872370344898
24.0512664,384.75057979999997,383.6572647441908,1.093315055809171,382.9270269972376,0.7302377469532151
24.05854457,383.7957458,383.35134722171426,0.4443985782857567,382.60875450595086,0.7425927157633944
24.06582273,383.2254028,383.0465462380412,0.17885656195880983,382.2912838176562,0.7552624203849573
24.0731009,383.0274658,382.7428716867931,0.2845941132069356,381.97461405995637,0.7682576268366937
24.08037906,382.8251648,382.440335592607,0.38482920739295423,381.65874610304763,0.7815894895593873
24.08765723,382.2591248,382.13894879689974,0.120176003100255,381.3436790789365,0.795269717963255
24.0949354,381.69976810000003,381.83872389658626,-0.13895579658623092,381.02941342216945,0.8093104744168065
24.10221356,381.42437739999997,381.5396740164417,-0.11529661644175349,380.71594956288936,0.8237244535523756
24.10949173,381.242981,381.24181161183196,0.0011693881680230334,380.40328663971104,0.8385249721209118
24.11676989,381.3196411,380.9451513707963,0.3744897292037308,380.09142551181594,0.8537258589803585
24.12404806,381.18249510000004,380.6497069719154,0.5327881280846327,379.7803653222254,0.8693416496900258
24.13132623,381.36914060000004,380.3554939754823,1.013646624517719,379.470106499979,0.8853874755033081
24.13860439,381.26620479999997,380.0625286290435,1.2036761709564416,379.16064946971346,0.9018791593300587
24.14588256,380.7460938,379.7708267056942,0.9752670943057637,378.85199338105485,0.9188333246393777
24.15316072,380.3422546,379.4804063581562,0.861848241843802,378.5441390821752,0.9362672759809723
24.16043889,379.54449460000006,379.19128495594134,0.35320964405872246,378.2370857271044,0.9541992288369502
24.16771706,379.14050289999994,378.9034819291985,0.23702097080143858,377.9308337393786,0.9726481898198667
24.17499522,378.386261,378.61701761275737,-0.23075661275737502,377.6253835381267,0.9916340746306814
24.18227339,378.5401917,378.33191212609347,0.20827957390650909,377.3207342839887,1.011177842104751
24.18955155,378.063324,378.04818817994123,0.015135820058787886,377.0168868141245,1.03130136581671
24.19682972,377.8609619,377.7658680025722,0.09509389742783014,376.7138402935734,1.0520277089987868
24.20410789,377.23773189999997,377.4849761374254,-0.24724423742543422,376.4115951403692,1.0733809970562243
24.21138605,377.78100589999997,377.2055383332862,0.575467566713769,376.1101517681318,1.095386565154421
24.21866422,377.9804382,376.9275804746299,1.0528577253700746,375.80950934851444,1.1180711261154677
24.22594238,377.563385,376.6511313425803,0.9122536574196829,375.5096687076639,1.1414626349164194
24.23322055,377.0401917,376.37621964393554,0.6639720560644378,375.2106290216334,1.1655906223021475
24.24049872,376.59936519999997,376.1028767653224,0.4964884346775875,374.91239070294887,1.1904860623734816
24.24777688,376.39056400000004,375.8311357206817,0.5594282793183538,374.61495415972695,1.2161815609547333
24.25505505,376.611145,375.56103014468243,1.050114855317588,374.3183185746302,1.2427115700522073
24.26233321,375.8691101,375.2925970121155,0.5765130878845071,374.0224847627933,1.2701122493222206
24.26961138,375.1755066,375.025873789036,0.1496328109640217,373.72745191128433,1.2984218777516774
24.27688955,374.3572083,374.7609011491194,-0.4036928491193521,373.4332204271195,1.3276807219998568
24.28416771,373.7782288,374.4977219951227,-0.7194931951226522,373.13979071291214,1.3579312822105079
24.29144588,373.3542175,374.2363805343549,-0.8821630343549032,372.8471619623351,1.3892185720197971
24.29872404,373.2063599,373.9769249646285,-0.7705650646284994,372.55533497951365,1.4215899851148424
24.30600221,372.9925537,373.71940477574276,-0.7268510757427862,372.26430896252623,1.4550958132165084
24.31328038,372.74127200000004,373.4638734389253,-0.7226014389252668,371.9740843128793,1.4897891260459974
24.32055854,372.6559143,373.2103875277776,-0.5544732277775779,371.6846614276874,1.5257261000901687
24.32783671,372.5550232,372.95900590485456,-0.40398270485457033,371.3960395116319,1.5629663932226854
24.33511487,372.50933839999993,372.70979238951384,-0.20045398951390325,371.10821935782405,1.6015730316898067
24.34239304,372.4935608,372.46281325201846,0.030747547981547996,370.82120017535635,1.6416130766620918
24.34967121,372.0297852,372.2181398961745,-0.18835469617448553,370.53498236023006,1.6831575359444286
24.35694937,371.6996155,371.9758481197997,-0.27623261979971403,370.2495663040554,1.7262818157443047
24.36422754,371.2251282,371.73601745807304,-0.510889258073064,369.9649512225169,1.7710662355561344
24.3715057,371.0308838,371.49873386159464,-0.4678500615946177,369.6811378977254,1.817595963869209
24.37878387,371.2745667,371.26408744817974,0.010479251820243007,369.39812554977743,1.8659618984023025
24.38606204,370.84625239999997,371.03217521547407,-0.1859228154741004,369.11591456917176,1.9162606463022778
24.3933402,370.8251038,370.80310050550366,0.02200329449635774,368.83450534201165,1.9685951634920116
24.40061837,370.8433228,370.576972578482,0.26635022151799603,368.5538970949938,2.0230754834882645
24.40789653,370.8550415,370.35390935287677,0.5011321471232577,368.27409059921774,2.0798187536590413
24.4151747,370.55560299999996,370.13403551832295,0.4215674816770161,367.99508508578947,2.1389504325334805
24.42245286,369.7502747,369.91748564041654,-0.1672109404165667,367.71688132139843,2.2006043190180993
