,bcc FeNiSi Peak 0 Intensity,bcc FeNiSi Peak Width,bcc FeNiSi Peak Shape,bcc FeNiSi a,Background 0,Background 1,Background 2
bcc FeNiSi Peak 0 Intensity,1.2134527749540616,-0.005682877362935395,-0.27313777684257234,-9.47824943213361e-07,63.283381249679366,-5.065516152316182,0.10136725304541491
bcc FeNiSi Peak Width,-0.005682877362935395,3.510310134965091e-05,0.0013201720840357418,2.5952584095008624e-09,0.04332304725375211,-0.0035432639574033797,7.17194069039064e-05
bcc FeNiSi Peak Shape,-0.27313777684257234,0.0013201720840357416,0.061733240248241665,1.9766543016717118e-07,-11.968977222494102,0.9575782866660149,-0.019157227552416462
bcc FeNiSi a,-9.47824943213361e-07,2.5952584095008624e-09,1.9766543016717115e-07,5.441516060048915e-09,-0.0007423996974829916,5.8389017447911123e-05,-1.1469788291799853e-06
Background 0,63.283381249679366,0.04332304725375211,-11.9689772224941,-0.0007423996974829916,45566.163048025715,-3650.6491092769566,73.06108538667253
Background 1,-5.065516152316182,-0.00354326395740338,0.9575782866660149,5.838901744791114e-05,-3650.6491092769566,292.4963217325776,-5.8540810580091005
Background 2,0.10136725304541491,7.17194069039064e-05,-0.01915722755241646,-1.1469788291799851e-06,73.06108538667253,-5.8540810580091005,0.11717071261986743
