1.8,23.268,0.177,0.00177
5.2,22.856,0.177,0.00177
8,22.512,0.177,0.00177
8.6,22.466,0.177,0.00177
10,22.304,0.177,0.00177
12.3,22.09,0.177,0.00177
14.6,21.87,0.177,0.00177
4,23.044,0.177,0.00177
1.3,23.352,0.177,0.00177
0,23.508,0.177,0.00177
