@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module psth, 01/29/18 at 13:13:03 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "temperature (K)"
@yaxis label "vibrational free energy (meV/atom)"
@s0 errorbar size 0.0
@type xydy
  2.00000E+02  3.87385E+01  6.11030E-01
  2.09045E+02  3.74275E+01  6.06759E-01
  2.18090E+02  3.60395E+01  6.02196E-01
  2.27136E+02  3.45762E+01  5.97354E-01
  2.36181E+02  3.30391E+01  5.92248E-01
  2.45226E+02  3.14299E+01  5.86895E-01
  2.54271E+02  2.97502E+01  5.81313E-01
  2.63317E+02  2.80016E+01  5.75521E-01
  2.72362E+02  2.61856E+01  5.69541E-01
  2.81407E+02  2.43037E+01  5.63398E-01
  2.90452E+02  2.23574E+01  5.57116E-01
  2.99497E+02  2.03481E+01  5.50723E-01
  3.08543E+02  1.82772E+01  5.44248E-01
  3.17588E+02  1.61460E+01  5.37722E-01
  3.26633E+02  1.39558E+01  5.31178E-01
  3.35678E+02  1.17080E+01  5.24651E-01
  3.44724E+02  9.40361E+00  5.18180E-01
  3.53769E+02  7.04395E+00  5.11803E-01
  3.62814E+02  4.63010E+00  5.05563E-01
  3.71859E+02  2.16317E+00  4.99503E-01
  3.80905E+02 -3.55791E-01  4.93671E-01
  3.89950E+02 -2.92575E+00  4.88116E-01
  3.98995E+02 -5.54571E+00  4.82886E-01
  4.08040E+02 -8.21472E+00  4.78035E-01
  4.17085E+02 -1.09319E+01  4.73616E-01
  4.26131E+02 -1.36962E+01  4.69683E-01
  4.35176E+02 -1.65070E+01  4.66291E-01
  4.44221E+02 -1.93632E+01  4.63495E-01
  4.53266E+02 -2.22642E+01  4.61349E-01
  4.62312E+02 -2.52091E+01  4.59904E-01
  4.71357E+02 -2.81972E+01  4.59210E-01
  4.80402E+02 -3.12277E+01  4.59314E-01
  4.89447E+02 -3.43000E+01  4.60257E-01
  4.98492E+02 -3.74133E+01  4.62077E-01
  5.07538E+02 -4.05669E+01  4.64805E-01
  5.16583E+02 -4.37603E+01  4.68467E-01
  5.25628E+02 -4.69927E+01  4.73083E-01
  5.34673E+02 -5.02637E+01  4.78664E-01
  5.43719E+02 -5.35724E+01  4.85217E-01
  5.52764E+02 -5.69185E+01  4.92743E-01
  5.61809E+02 -6.03014E+01  5.01235E-01
  5.70854E+02 -6.37204E+01  5.10682E-01
  5.79899E+02 -6.71751E+01  5.21070E-01
  5.88945E+02 -7.06650E+01  5.32377E-01
  5.97990E+02 -7.41895E+01  5.44581E-01
  6.07035E+02 -7.77481E+01  5.57656E-01
  6.16080E+02 -8.13405E+01  5.71576E-01
  6.25126E+02 -8.49660E+01  5.86312E-01
  6.34171E+02 -8.86244E+01  6.01833E-01
  6.43216E+02 -9.23151E+01  6.18111E-01
  6.52261E+02 -9.60377E+01  6.35116E-01
  6.61307E+02 -9.97918E+01  6.52819E-01
  6.70352E+02 -1.03577E+02  6.71191E-01
  6.79397E+02 -1.07393E+02  6.90205E-01
  6.88442E+02 -1.11239E+02  7.09834E-01
  6.97487E+02 -1.15115E+02  7.30054E-01
  7.06533E+02 -1.19021E+02  7.50839E-01
  7.15578E+02 -1.22956E+02  7.72167E-01
  7.24623E+02 -1.26919E+02  7.94017E-01
  7.33668E+02 -1.30912E+02  8.16366E-01
  7.42714E+02 -1.34932E+02  8.39197E-01
  7.51759E+02 -1.38980E+02  8.62491E-01
  7.60804E+02 -1.43056E+02  8.86231E-01
  7.69849E+02 -1.47159E+02  9.10400E-01
  7.78894E+02 -1.51289E+02  9.34983E-01
  7.87940E+02 -1.55445E+02  9.59967E-01
  7.96985E+02 -1.59628E+02  9.85337E-01
  8.06030E+02 -1.63837E+02  1.01108E+00
  8.15075E+02 -1.68071E+02  1.03719E+00
  8.24121E+02 -1.72331E+02  1.06364E+00
  8.33166E+02 -1.76616E+02  1.09044E+00
  8.42211E+02 -1.80927E+02  1.11757E+00
  8.51256E+02 -1.85261E+02  1.14502E+00
  8.60302E+02 -1.89621E+02  1.17278E+00
  8.69347E+02 -1.94004E+02  1.20085E+00
  8.78392E+02 -1.98411E+02  1.22921E+00
  8.87437E+02 -2.02843E+02  1.25786E+00
  8.96482E+02 -2.07297E+02  1.28679E+00
  9.05528E+02 -2.11775E+02  1.31600E+00
  9.14573E+02 -2.16275E+02  1.34548E+00
  9.23618E+02 -2.20799E+02  1.37522E+00
  9.32663E+02 -2.25345E+02  1.40522E+00
  9.41709E+02 -2.29914E+02  1.43547E+00
  9.50754E+02 -2.34504E+02  1.46597E+00
  9.59799E+02 -2.39117E+02  1.49671E+00
  9.68844E+02 -2.43751E+02  1.52769E+00
  9.77889E+02 -2.48407E+02  1.55890E+00
  9.86935E+02 -2.53084E+02  1.59034E+00
  9.95980E+02 -2.57782E+02  1.62200E+00
  1.00503E+03 -2.62502E+02  1.65389E+00
  1.01407E+03 -2.67242E+02  1.68599E+00
