Vj,Vk,xi(Vk/Vj),dxi(Vk/Vj),Vi,xi(Vj/Vi),dxi(Vj/Vi),Vk/Vi,xi(Vk/Vi),dxi(Vk/Vi)
20.587,20.587,1.0,0.0131,19.088,1.1255,0.0183,1.0785,1.1255,0.0235
20.587,20.211,0.972,0.0196,19.088,1.1255,0.0183,1.0588,1.094,0.0283
20.587,18.724,0.85,0.0207,19.088,1.1255,0.0183,0.9809,0.9567,0.028
20.587,18.066,0.804,0.0206,19.088,1.1255,0.0183,0.9465,0.9049,0.0275
20.587,17.604,0.785,0.0187,19.088,1.1255,0.0183,0.9223,0.8835,0.0255
20.587,17.332,0.7585,0.0217,19.088,1.1255,0.0183,0.908,0.8537,0.0281
20.587,16.724,0.6935,0.0228,19.088,1.1255,0.0183,0.8762,0.7805,0.0286
20.211,20.587,1.015,0.0243,19.088,1.1075,0.0183,1.0785,1.1241,0.0327
20.211,20.211,1.0,0.0168,19.088,1.1075,0.0183,1.0588,1.1075,0.0261
20.211,18.724,0.8755,0.0199,19.088,1.1075,0.0183,0.9809,0.9696,0.0272
20.211,18.066,0.822,0.0216,19.088,1.1075,0.0183,0.9465,0.9104,0.0283
20.211,17.604,0.799,0.0185,19.088,1.1075,0.0183,0.9223,0.8849,0.0252
20.211,17.332,0.782,0.0204,19.088,1.1075,0.0183,0.908,0.8661,0.0267
20.211,16.724,0.7155,0.0209,19.088,1.1075,0.0183,0.8762,0.7924,0.0266
19.088,20.587,1.1255,0.0183,19.088,1.0,0.0149,1.0785,1.1255,0.0248
19.088,20.211,1.1075,0.0183,19.088,1.0,0.0149,1.0588,1.1075,0.0246
19.088,18.724,0.9635,0.0206,19.088,1.0,0.0149,0.9809,0.9635,0.0251
19.088,18.066,0.9125,0.0199,19.088,1.0,0.0149,0.9465,0.9125,0.0241
19.088,17.604,0.892,0.018,19.088,1.0,0.0149,0.9223,0.892,0.0224
19.088,17.332,0.858,0.0212,19.088,1.0,0.0149,0.908,0.858,0.0248
19.088,16.724,0.7985,0.018,19.088,1.0,0.0149,0.8762,0.7985,0.0216
18.724,20.587,1.1805,0.0188,19.088,0.9635,0.0206,1.0785,1.1374,0.0303
18.724,20.211,1.1435,0.0177,19.088,0.9635,0.0206,1.0588,1.1018,0.0291
18.724,18.724,1.0,0.0184,19.088,0.9635,0.0206,0.9809,0.9635,0.0272
18.724,18.066,0.954,0.0194,19.088,0.9635,0.0206,0.9465,0.9192,0.0271
18.724,17.604,0.923,0.0179,19.088,0.9635,0.0206,0.9223,0.8893,0.0257
18.724,17.332,0.9035,0.021,19.088,0.9635,0.0206,0.908,0.8705,0.0275
18.724,16.724,0.824,0.0184,19.088,0.9635,0.0206,0.8762,0.7939,0.0245
18.066,20.587,1.2325,0.0176,19.088,0.9125,0.0199,1.0785,1.1247,0.0293
18.066,20.211,1.1995,0.0189,19.088,0.9125,0.0199,1.0588,1.0945,0.0294
18.066,18.724,1.048,0.0208,19.088,0.9125,0.0199,0.9809,0.9563,0.0282
18.066,18.066,1.0,0.0171,19.088,0.9125,0.0199,0.9465,0.9125,0.0253
18.066,17.604,0.9735,0.0186,19.088,0.9125,0.0199,0.9223,0.8883,0.0258
18.066,17.332,0.939,0.0208,19.088,0.9125,0.0199,0.908,0.8568,0.0266
18.066,16.724,0.8685,0.0181,19.088,0.9125,0.0199,0.8762,0.7925,0.0239
17.604,20.587,1.276,0.0162,19.088,0.892,0.018,1.0785,1.1382,0.0271
17.604,20.211,1.2375,0.0191,19.088,0.892,0.018,1.0588,1.1038,0.028
17.604,18.724,1.084,0.0209,19.088,0.892,0.018,0.9809,0.9669,0.027
17.604,18.066,1.0315,0.0195,19.088,0.892,0.018,0.9465,0.9201,0.0254
17.604,17.604,1.0,0.016,19.088,0.892,0.018,0.9223,0.892,0.023
17.604,17.332,0.976,0.0199,19.088,0.892,0.018,0.908,0.8706,0.025
17.604,16.724,0.8975,0.0187,19.088,0.892,0.018,0.8762,0.8006,0.0232
17.332,20.587,1.3135,0.0161,19.088,0.858,0.0212,1.0785,1.127,0.0311
17.332,20.211,1.277,0.0187,19.088,0.858,0.0212,1.0588,1.0957,0.0315
17.332,18.724,1.11,0.0219,19.088,0.858,0.0212,0.9809,0.9524,0.0301
17.332,18.066,1.064,0.0195,19.088,0.858,0.0212,0.9465,0.9129,0.0281
17.332,17.604,1.025,0.0191,19.088,0.858,0.0212,0.9223,0.8794,0.0272
17.332,17.332,1.0,0.0178,19.088,0.858,0.0212,0.908,0.858,0.0261
17.332,16.724,0.926,0.0181,19.088,0.858,0.0212,0.8762,0.7945,0.025
16.724,20.587,1.4225,0.0166,19.088,0.7985,0.018,1.0785,1.1359,0.0288
16.724,20.211,1.3805,0.0182,19.088,0.7985,0.018,1.0588,1.1023,0.0288
16.724,18.724,1.209,0.0197,19.088,0.7985,0.018,0.9809,0.9654,0.0269
16.724,18.066,1.152,0.0188,19.088,0.7985,0.018,0.9465,0.9199,0.0256
16.724,17.604,1.116,0.019,19.088,0.7985,0.018,0.9223,0.8911,0.0252
16.724,17.332,1.0825,0.02,19.088,0.7985,0.018,0.908,0.8644,0.0252
16.724,16.724,1.0,0.0169,19.088,0.7985,0.018,0.8762,0.7985,0.0225
