2theta,Intensity,Model,Residual,Background,hcp FeNiSi,extrapeak
11.01022085,260.39328,259.935645851049,0.4576341489510014,259.89384973453383,0.04179611651514881,2.5469416933602028e-17
11.03081995,260.7122192,260.1342638786967,0.5779553213033068,260.0913318690027,0.04293200969394734,3.0276157944184736e-16
11.05141906,260.77920530000006,260.3330300855926,0.4461752144074467,260.2889090711174,0.044121014475219836,3.3257729777136143e-15
11.07201816,260.6672668,260.53194650395653,0.13532029604346008,260.48657977854293,0.04536672541357786,3.375930144774948e-14
11.09261726,260.5838318,260.73101577495737,-0.147183974957386,260.68434271666797,0.04667305828908439,3.16667741572763e-13
11.11321637,260.7358093,260.9302408947383,-0.194431594738262,260.88219661106064,0.04804428367491769,2.7448850789424474e-12
11.13381547,260.9429321,261.12962496373876,-0.18669286373875593,261.0801398991173,0.049485064599520366,2.198637169974689e-11
11.15441457,260.8181458,261.32917181218886,-0.5110260121888359,261.2781713063622,0.05100050566392962,1.6273931614405737e-10
11.17501368,260.9987793,261.528885762108,-0.5301064621079945,261.47628955849046,0.05259620250442946,1.1131183083837105e-09
11.19561278,261.7482605,261.72877139743304,0.019489102566979,261.6744930926419,0.05427829775555105,7.035569751522828e-09
11.21621188,262.40802,261.92883422802566,0.4791857719743575,261.87278063447013,0.056053552462622114,4.1092895288668e-08
11.23681099,262.62982180000006,262.12908055201507,0.5007412479849904,262.07115090979164,0.05792942043233457,2.2179108142050626e-07
11.25741009,262.8525391,262.3295175948088,0.5230215051911955,262.2696023555015,0.05991413311517813,1.1061921522973524e-06
11.27800919,262.78329469999994,262.53015560188743,0.2531390981125128,262.4681336973765,0.06201680619681446,5.098314110890692e-06
11.2986083,262.5599976,262.73101292891084,-0.1710153289108689,262.66674366134885,0.06424755393245297,2.171362953109972e-05
11.3192074,262.2326355,262.9321337620087,-0.6994982620086603,262.8654306840807,0.06661762096272365,8.545696524197866e-05
11.3398065,262.0158386,263.1336438311138,-1.1178052311137776,263.06419349146626,0.0691395460742552,0.00031079357327159796
11.36040561,262.50524900000005,263.335902647211,-0.8306536472109656,263.26303080954693,0.07182734267214852,0.0010444949919115162
11.38100471,263.1570435,263.5398815531395,-0.38283805313949415,263.46194107476435,0.0746967091301875,0.0032437692449374376
11.40160382,263.9166565,263.7479974052476,0.1686590947523996,263.6609231097385,0.07776529022079905,0.009309005288251048
11.42220292,263.9466858,263.965715176263,-0.01902937626300627,263.8599753507706,0.08105296328218067,0.024686862210260542
11.44280202,264.25381469999996,264.2041763087927,0.04963839120728153,264.05909652393706,0.08458220096306779,0.06049758389256564
11.46340113,264.6166992,264.48366361841215,0.1330355815878761,264.2582853554483,0.08837848814502938,0.13699977481877731
11.48400023,265.2114258,264.83670009631913,0.3747257036808378,264.45754028140453,0.09247082338663343,0.2866889915279831
11.50459933,265.5609741,265.3081376748182,0.2528364251817834,264.6568600279838,0.09689235205698088,0.5543852947774883
11.52519844,265.9936829,265.94857852388617,0.04510437611384077,264.8562433214896,0.10168114526080839,0.9906540571357402
11.54579754,266.8928528,266.7984132504126,0.09443954958743461,265.05568859783364,0.10688122401471115,1.6358434285642245
11.56639664,267.7956543,267.8638902530378,-0.06823595303779939,265.25519458328904,0.112544021977652,2.4961516477711596
11.58699575,268.9438477,269.0932241102827,-0.14937641028268445,265.45476000424713,0.11873058319337314,3.5197335228421536
11.60759485,270.6278992,270.3661518469657,0.26174735303430907,265.6543832964424,0.12551518632672473,4.586253364196581
11.62819395,271.34884639999996,271.5093018828474,-0.16045548284745337,265.8540631862378,0.13299175211216582,5.5222469444974704
11.64879306,271.988678,272.3395356637734,-0.3508576637734109,266.0537984001056,0.14128549700870707,6.144451766659081
11.66939216,272.6838989,272.7218755897318,-0.037976689731806346,266.25358737361586,0.15057444711694687,6.317713768998962
11.68999127,272.8927307,272.6172524912915,0.27547820870853457,266.4534289302417,0.1611288739958963,6.002694687053864
11.71059037,272.26095580000003,272.09708522486295,0.16387057513708214,266.6533215054498,0.17338180542804335,5.270381913985121
11.73118947,271.40646360000005,271.3174112068856,0.08905239311445712,266.8532638257385,0.18805143582215014,4.276095945324943
11.75178858,270.5472412,270.46559067183364,0.08165052816633533,267.05325461770286,0.20634543276273432,3.2059906213680396
11.77238768,269.6583862,269.70477443538545,-0.046388235385450116,267.25329231666456,0.23028742265460964,2.221194696066284
11.79298678,268.833313,269.13865800866677,-0.3053450086667908,267.45337564919527,0.2632138174468199,1.4220685420246668
11.81358589,268.424408,268.8053172430967,-0.38090924309665297,267.6535033419557,0.31048882511559,0.841325076025389
11.83418499,268.65759280000003,268.6940999837353,-0.03650718373529571,267.85367383013437,0.3804696529210023,0.45995650067993044
11.85478409,268.91662599999995,268.7719684031551,0.14465759684486557,268.0538858403708,0.4857130162622432,0.23236954652205655
11.8753832,269.0140381,269.0069574626632,0.007080637336798645,268.2541380993848,0.6443390296576922,0.10848033362067916
11.8959823,269.33779910000004,269.3825873066284,-0.04478820662836824,268.45442904224427,0.8813597046431286,0.046798559741035965
11.9165814,270.15811160000004,269.9030618648549,0.2550497351451213,268.6547573956499,1.2296482565108053,0.01865621269424263
11.93718051,270.5034485,270.59209168579287,-0.08864318579287556,268.8551218863751,1.7300971564381238,0.006872642979610726
11.95777961,270.78668210000006,271.4883039598595,-0.701621859859415,269.0555209493788,2.430443452531952,0.0023395579487573734
11.97837872,271.34429930000005,272.63898376051685,-1.2946844605168053,269.2559534087266,3.3822943936741647,0.000735958116054891
11.99897782,271.98602289999997,274.09273977249484,-2.1067168724948715,269.45641769931126,4.63610813803246,0.0002139351511097059
12.01957692,273.2825623,275.8913293144578,-2.608767014457783,269.65691254792273,6.2343592992448675,5.746729017442936e-05
12.04017603,274.8678284,278.06122353140194,-3.193395131401928,269.8574366814104,8.203772585098857,1.4264892682183652e-05
12.06077513,277.24438480000003,280.6063354203816,-3.361950620381549,270.05798853457793,10.548343613707116,3.272096516508405e-06
12.08137423,280.1162109,283.50430951852354,-3.388098618523543,270.2585668342609,13.245741990687998,6.935746696674608e-07
12.10197334,284.0409546,286.709571036866,-2.668616436865989,270.4591703073461,16.250400593666857,1.358530869728322e-07
12.12257244,288.85247799999996,290.16659565568153,-1.3141176556815708,270.65979738856004,19.506798242531637,2.458983732593108e-08
12.14317154,294.0715332,293.83438101923565,0.2371521807643262,270.860446804778,22.973934210344712,4.1129300319874426e-09
12.16377065,299.17956539999994,297.70714364707635,1.4724217529235943,271.0611172829182,26.646026363522452,6.357057017626017e-10
12.18436975,304.1031494,301.7468043303591,2.356345069640895,271.2618072576423,30.484997072625998,9.079685351799437e-11
12.20496885,307.5224609,305.4834529462587,2.0390079537413044,271.4625154558588,34.020937490387915,1.1983812685305622e-11
12.22556796,308.73107910000004,307.40807829894885,1.3230008010511938,271.66324060451154,35.74483769443582,1.4615991945237282e-12
12.24616706,307.7026062,306.2211645008373,1.4814416991627013,271.8639811382093,34.35718336262787,1.647295585577525e-13
12.26676616,305.0716248,303.0021690430821,2.0694557569178755,272.064735783888,30.937433259194098,1.715632622639291e-14
12.28736527,301.0404663,299.36205562171625,1.6784106782837398,272.265503268511,27.09655235320526,1.651148283579964e-15
12.30796437,296.2880249,295.86923363318596,0.4187912668140257,272.46628202664596,23.402951606539993,1.4684456482213445e-16
12.32856348,291.186554,292.58201249938764,-1.3954584993876438,272.6670708827271,19.914941616660524,1.206809687427669e-17
12.34916258,286.93856810000005,289.5030002235478,-2.5644321235477605,272.8678682713012,16.635131952246617,9.164975743042562e-19
12.36976168,283.5756836,286.6696823384471,-3.0939987384471124,273.06867291933696,13.601009419110166,6.432131178716599e-20
12.39036079,281.4241943,284.1373261849491,-2.713131884949064,273.2694835538169,10.867842631132218,4.174499581311033e-21
12.41095989,279.82788089999997,281.9535858349525,-2.125704934952523,273.4702986092669,8.48328722568563,2.5327242767262743e-22
12.43155899,278.7758789,280.1438408396223,-1.3679619396223188,273.671116812667,6.472724026955328,1.698511964238088e-23
12.4521581,277.92129520000003,278.7070897727068,-0.7857945727067772,273.87193689100343,4.835152881703385,3.689507866353757e-24
12.4727572,277.4337769,277.61895461402696,-0.18517771402696326,274.0727572787928,3.5461973352341842,2.864640272770713e-24
12.4933563,277.173584,276.8384074524915,0.33517654750852444,274.2735767030208,2.5648307494706692,2.6936028558158183e-24
12.51395541,277.0263367,276.315552256399,0.7107844436010282,274.4743938906713,1.8411583657276531,2.563177462976407e-24
12.53455451,276.89318849999995,275.998632034432,0.8945564655679732,274.6752072762637,1.3234247581682728,2.4431520338417612e-24
12.55515361,276.8445435,275.83927940397865,1.0052640960213353,274.8760155867832,0.9632638171954768,2.331406661918135e-24
12.57575272,276.677887,275.79572738342944,0.8821596165705614,275.0768175492054,0.7189098342240813,2.2271538841272543e-24
12.59635182,276.18499760000003,275.83417254299167,0.35082505700836464,275.27761159806437,0.5565609449273126,2.1297373099415898e-24
12.61695093,276.2120361,275.9287465346553,0.2832895653446599,275.4783965578091,0.4503499768462181,2.0385721895234202e-24
12.63755003,276.7568665,276.0606187327475,0.6962477672524869,275.6791708629903,0.38144786975723066,1.9531351729727565e-24
12.65814913,277.09405519999996,276.2166943013384,0.87736089866155,275.8799332405794,0.33676106075898715,1.872956413342008e-24
12.67874824,277.38757319999996,276.3882492141101,0.9993239858898733,276.08068241752454,0.30756679658557284,1.7976132493222473e-24
12.69934734,277.51263430000006,276.56971201892964,0.9429222810704232,276.28141682841095,0.28829519051867475,1.7267247332317116e-24
12.71994644,277.1612854,276.7576918921463,0.4035935078537136,276.4821352001937,0.2755566919526222,1.6599465938480947e-24
12.74054555,277.08880619999996,276.95027325751016,0.1385329424898032,276.6828362597967,0.26743699771347307,1.5969671754818212e-24
12.76114465,277.0989075,277.14655678144015,-0.04764928144015812,276.88351844185195,0.263038339588217,1.5375038845589881e-24
