File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNiSi a,hcp FeNiSi c,extrapeak a,hcp FeNiSi Vol,hcp FeNiSi c/a,extrapeak Vol
FeNiSi_DAC13_P4a_13BMC_014,0.0035494326482180512,0.06388310894832445,11,22.5,0.434,4,2.352850202036712,3.7704310848132754,3.0195550292894078,18.076327243707805,1.6024951701342713,27.531434861175576
