# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 7.900e-05, 7.900e-05 m
# PONI: 8.375e-02, 8.099e-02 m
# Distance Sample to Detector: 0.176607321707 m
# Rotations: -0.003003 -0.002453 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 176.609 mm
# Center: x=1031.959, y=1054.659 pix
# Tilt: 0.222 deg  TiltPlanRot: -39.247 deg
# 
# Wavelength: 4.34e-11
# Polarization factor: 0.99
# Normalization factor: None
#
# 2th_deg	 I
1.029955300E-02  1.379918003E+01
3.089865655E-02  1.290165520E+01
5.149776010E-02  1.249256420E+01
7.209686365E-02  1.204190540E+01
9.269596720E-02  1.192346954E+01
1.132950707E-01  1.222474670E+01
1.338941743E-01  1.224693680E+01
1.544932778E-01  1.257988930E+01
1.750923814E-01  1.247301769E+01
1.956914849E-01  1.248042870E+01
2.162905885E-01  1.323384285E+01
2.368896920E-01  1.351687241E+01
2.574887956E-01  1.366273117E+01
2.780878991E-01  1.330840778E+01
2.986870027E-01  1.251361561E+01
3.192861062E-01  1.183395576E+01
3.398852098E-01  1.176189137E+01
3.604843133E-01  1.193976784E+01
3.810834169E-01  1.209189510E+01
4.016825204E-01  1.243129063E+01
4.222816240E-01  1.255159664E+01
4.428807275E-01  1.261244869E+01
4.634798311E-01  1.292184162E+01
4.840789346E-01  1.315657139E+01
5.046780382E-01  1.319766235E+01
5.252771417E-01  1.294573593E+01
5.458762453E-01  1.252671528E+01
5.664753488E-01  1.262157631E+01
5.870744524E-01  1.211434269E+01
6.076735559E-01  1.188949013E+01
6.282726595E-01  1.227424049E+01
6.488717630E-01  1.218710804E+01
6.694708666E-01  1.237374306E+01
6.900699701E-01  1.275386047E+01
7.106690737E-01  1.252116108E+01
7.312681772E-01  1.247547245E+01
7.518672808E-01  1.242078018E+01
7.724663843E-01  1.233207512E+01
7.930654879E-01  1.224602127E+01
8.136645914E-01  1.224623680E+01
8.342636950E-01  1.237881660E+01
8.548627985E-01  1.248848629E+01
8.754619021E-01  1.244432545E+01
8.960610056E-01  1.241743946E+01
9.166601092E-01  1.257238770E+01
9.372592127E-01  1.280190468E+01
9.578583163E-01  1.276968575E+01
9.784574198E-01  1.248735809E+01
9.990565234E-01  1.262604523E+01
1.019655627E+00  1.277247429E+01
1.040254730E+00  1.293503857E+01
1.060853834E+00  1.283999062E+01
1.081452938E+00  1.309930801E+01
1.102052041E+00  1.340556812E+01
1.122651145E+00  1.360287189E+01
1.143250248E+00  1.374176025E+01
1.163849352E+00  1.408656693E+01
1.184448455E+00  1.458204746E+01
1.205047559E+00  1.478113079E+01
1.225646662E+00  1.470644665E+01
1.246245766E+00  1.500109386E+01
1.266844869E+00  1.506043434E+01
1.287443973E+00  1.521262074E+01
1.308043077E+00  1.637932968E+01
1.328642180E+00  1.836773109E+01
1.349241284E+00  2.019298363E+01
1.369840387E+00  2.206311035E+01
1.390439491E+00  2.414641380E+01
1.411038594E+00  2.606020164E+01
1.431637698E+00  2.777179527E+01
1.452236801E+00  2.916407394E+01
1.472835905E+00  2.994522858E+01
1.493435009E+00  3.083307648E+01
1.514034112E+00  3.189031601E+01
1.534633216E+00  3.283771133E+01
1.555232319E+00  3.315936279E+01
1.575831423E+00  3.292813110E+01
1.596430526E+00  3.209970856E+01
1.617029630E+00  3.090426254E+01
1.637628733E+00  2.984682083E+01
1.658227837E+00  2.876758385E+01
1.678826940E+00  2.793089485E+01
1.699426044E+00  2.732224083E+01
1.720025148E+00  2.713085365E+01
1.740624251E+00  2.706433105E+01
1.761223355E+00  2.710815048E+01
1.781822458E+00  2.734220505E+01
1.802421562E+00  2.709847450E+01
1.823020665E+00  2.652881241E+01
1.843619769E+00  2.624021339E+01
1.864218872E+00  2.619817162E+01
1.884817976E+00  2.606091690E+01
1.905417080E+00  2.626348495E+01
1.926016183E+00  2.631123161E+01
1.946615287E+00  2.622179031E+01
1.967214390E+00  2.645415688E+01
1.987813494E+00  2.673066711E+01
2.008412597E+00  2.702112961E+01
2.029011701E+00  2.781520462E+01
2.049610804E+00  2.890153885E+01
2.070209908E+00  3.017357254E+01
2.090809011E+00  3.124449539E+01
2.111408115E+00  3.193134308E+01
2.132007219E+00  3.238099670E+01
2.152606322E+00  3.340485382E+01
2.173205426E+00  3.437365723E+01
2.193804529E+00  3.558919525E+01
2.214403633E+00  3.679262161E+01
2.235002736E+00  3.797978592E+01
2.255601840E+00  3.894410324E+01
2.276200943E+00  4.003913116E+01
2.296800047E+00  4.126771545E+01
2.317399150E+00  4.246183395E+01
2.337998254E+00  4.314490891E+01
2.358597358E+00  4.403311920E+01
2.379196461E+00  4.504526901E+01
2.399795565E+00  4.610533142E+01
2.420394668E+00  4.717587280E+01
2.440993772E+00  4.819084167E+01
2.461592875E+00  4.918947220E+01
2.482191979E+00  5.026014328E+01
2.502791082E+00  5.128019333E+01
2.523390186E+00  5.181808853E+01
2.543989290E+00  5.247830200E+01
2.564588393E+00  5.345330429E+01
2.585187497E+00  5.424800491E+01
2.605786600E+00  5.551792526E+01
2.626385704E+00  5.673546600E+01
2.646984807E+00  5.721259689E+01
2.667583911E+00  5.768062210E+01
