15.2,20.811,300,0.2,0.028,0
19.5,20.466,300,0.4,0.021,0
25.5,19.992,300,0.4,0.019,0
30.2,19.653,300,0.3,0.023,0
34.2,19.36,300,0.4,0.023,0
39.3,19.093,300,0.3,0.024,0
43.8,18.869,300,0.4,0.023,0
50.7,18.522,300,0.5,0.021,0
57,18.244,300,0.5,0.018,0
64.9,17.973,300,2,0.011,0
72.4,17.675,300,0.9,0.012,0
75.3,17.577,300,1.2,0.011,0
79.3,17.43,300,1.4,0.01,0
82.9,17.324,300,1.6,0.011,0
85.1,17.249,300,0.5,0.014,0
90.7,17.099,300,2.2,0.009,0
93.1,17.02,300,0.8,0.01,0
100.5,16.791,300,0.5,0.017,0
101.2,16.772,300,0.5,0.015,0
104.2,16.669,300,0.6,0.014,0
15.1,20.846,300,0.1,0.051,0
15.9,20.786,300,0.2,0.035,0
17.2,20.667,300,0.3,0.046,0
18.7,20.548,300,0.4,0.011,0
20,20.443,300,0.4,0.01,0
22.6,20.219,300,0.2,0.011,0
24.1,20.121,300,0.2,0.01,0
27.2,19.903,300,0.4,0.011,0
28.2,19.856,300,0.5,0.01,0
29.3,19.769,300,0.3,0.011,0
30.7,19.689,300,0.4,0.01,0
31.8,19.62,300,0.4,0.009,0
33.3,19.534,300,0.3,0.009,0
35.2,19.436,300,0.3,0.009,0
37.5,19.302,300,0.3,0.009,0
42.3,19.029,300,0.4,0.008,0
47.1,18.802,300,0.4,0.007,0
51.3,18.592,300,0.4,0.007,0
55.2,18.405,300,0.4,0.007,0
59.7,18.213,300,0.4,0.007,0
63.3,18.06,300,0.4,0.007,0
67.3,17.916,300,0.4,0.007,0
72,17.741,300,0.4,0.007,0
75.8,17.623,300,0.5,0.007,0
81.5,17.427,300,0.6,0.007,0
87.3,17.25,300,0.5,0.009,0
93.4,17.067,300,0.5,0.01,0
104.3,16.751,300,0.7,0.011,0
14.6,20.844,300,1.1,0.013,0
15.3,20.775,300,0.9,0.011,0
18.5,20.52,300,1.1,0.011,0
18.9,20.47,300,1.2,0.011,0
20.4,20.385,300,1.4,0.012,0
24.3,20.084,300,0.6,0.011,0
25.2,20.003,300,0.9,0.012,0
26.1,19.94,300,0.7,0.012,0
30.1,19.695,300,0.7,0.012,0
30.4,19.66,300,0.6,0.011,0
30.8,19.63,300,0.7,0.011,0
31.7,19.589,300,0.7,0.011,0
32.5,19.534,300,1,0.011,0
34.3,19.443,300,1.3,0.012,0
36.8,19.242,300,1,0.011,0
39.1,19.125,300,0.9,0.01,0
42.6,18.968,300,0.9,0.01,0
45.6,18.829,300,1.9,0.011,0
47.9,18.684,300,2.2,0.011,0
49.5,18.609,300,1.1,0.01,0
50.2,18.557,300,1.6,0.014,0
54.1,18.366,300,1,0.009,0
54.9,18.332,300,1.5,0.009,0
56.3,18.27,300,1.1,0.009,0
58.3,18.156,300,1.3,0.009,0
61.8,18.038,300,2.1,0.009,0
64.5,17.924,300,2,0.009,0
67.8,17.795,300,1.5,0.009,0
74.7,17.588,300,0.9,0.009,0
78.6,17.446,300,1.1,0.008,0
80.7,17.373,300,1.6,0.008,0
83.3,17.298,300,2,0.009,0
87.1,17.191,300,0.9,0.008,0
90.7,17.112,300,1.2,0.009,0
94.6,17.008,300,1.4,0.008,0
96.6,16.95,300,1.4,0.008,0
99.9,16.832,300,1.4,0.008,0
101.4,16.794,300,1.4,0.008,0
103.2,16.744,300,1.5,0.008,0
105.2,16.688,300,1.5,0.008,0
107.2,16.635,300,1.5,0.008,0
108.7,16.598,300,1.6,0.008,0
111.6,16.526,300,2,0.008,0
114.2,16.463,300,2.3,0.008,0
116.6,16.396,300,1.4,0.008,0
118.9,16.339,300,1.5,0.008,0
121.8,16.273,300,1.4,0.008,0
124.3,16.218,300,1.4,0.008,0
127.2,16.154,300,1.6,0.008,0
130.2,16.087,300,1.7,0.008,0
132.6,16.035,300,1.8,0.008,0
135.1,15.979,300,1.9,0.008,0
138.4,15.915,300,2.1,0.008,0
141.4,15.854,300,2.4,0.008,0
143.8,15.803,300,2.6,0.008,0
146.3,15.751,300,2.8,0.008,0
149,15.698,300,2.8,0.008,0
151.3,15.653,300,2.9,0.008,0
153.5,15.611,300,3.2,0.008,0
155.9,15.562,300,3.4,0.008,0
158,15.52,300,3.6,0.008,0
160.4,15.474,300,4.1,0.008,0
162.8,15.428,300,4.5,0.008,0
165.2,15.382,300,1.9,0.008,0
165.8,15.372,300,1.9,0.008,0
167,15.351,300,1.9,0.008,0
167.4,15.341,300,1.8,0.008,0
