Date,Folder,Index,fLM,dfLM,KE,dKE,MFC,dMFC,fLM T=0,dfLM T=0,KE T=0,dKE T=0,Cvib,dCvib,Svib,dSvib,Resilience,dResilience,TLM,dTLM,IF,dIF,highTIF,dhighTIF,Fvib,dFvib,Phase,P,dP,V,dV,rho,drho,KT,dKT,KS,dKS,vphi,dvphi
Nov 2013,2013Nov_DAC14_P1,FeNiSi_DAC14_P1,0.7852,0.0015,14.1635,0.1307,168.0681,8.8634,0.9227,0.0003,6.8637,0.111,2.7179,0.0147,3.0949,0.0147,95.0534,0.7716,1290.6,10.48,1.436,0.1517,1.4388,0.0759,5.1231,0.7508,bcc,7.08,0.07,22.456,0.024,8.021,0.009,194.4,2.1,194.4,2.1,4923.0,27.0
Feb 2014,2014Feb_DAC13_P1,FeNiSi_DAC13_P1,0.8412,0.001,14.707,0.1045,250.861,5.2985,0.9334,0.0003,8.0721,0.0818,2.6167,0.014,2.7041,0.0131,138.3705,0.9825,1878.7,13.34,2.0668,0.1213,2.1475,0.0454,18.2519,0.5286,hcp,27.89,0.25,19.901,0.034,9.05,0.016,281.2,2.4,284.3,2.5,5605.0,25.0
Feb 2014,2014Feb_DAC13_P2,FeNiSi_DAC13_P2,0.8531,0.001,14.8264,0.1058,267.3309,5.6106,0.9363,0.0003,8.389,0.0841,2.5907,0.0138,2.5902,0.0125,151.6256,1.1345,2058.7,15.4,2.2053,0.1228,2.2885,0.048,21.9132,0.536,hcp,37.13,0.63,19.305,0.046,9.329,0.022,327.4,1.9,330.4,2.0,5951.0,19.0
Feb 2014,2014Feb_DAC15_P1,FeNiSi_DAC15_P1,0.7799,0.0015,14.1022,0.097,160.2112,4.7594,0.9214,0.0003,6.697,0.0736,2.7323,0.0139,3.1545,0.0144,94.4402,0.7839,1282.2,10.64,1.3649,0.1126,1.3715,0.0407,2.9466,0.5097,bcc,6.48,0.11,22.526,0.034,7.995,0.012,191.2,2.0,191.2,2.0,4890.0,26.0
Mar 2015,2015Mar_Ambient,FeNiSi_Ambient,0.7691,0.001,14.1142,0.0579,164.444,1.9502,0.9192,0.0002,6.6052,0.0384,2.736,0.0098,3.2286,0.0106,89.5837,0.4769,1216.3,6.48,1.3788,0.0672,1.4077,0.0167,1.0575,0.2684,bcc,0.0,0.0,23.378,0.027,7.704,0.009,155.6,7.5,155.6,7.5,4494.0,108.0
Mar 2015,2015Mar_DAC13_P3,FeNiSi_DAC13_P3,0.863,0.0009,14.9405,0.1067,282.9023,5.2729,0.9386,0.0003,8.6801,0.0836,2.5655,0.0142,2.4929,0.0126,163.5569,1.2697,2220.6,17.24,2.3377,0.1238,2.4218,0.0451,25.1941,0.5312,hcp,40.97,0.99,19.087,0.055,9.436,0.027,346.6,1.7,349.5,1.8,6086.0,18.0
Mar 2015,2015Mar_DAC13_P4,FeNiSi_DAC13_P4,0.8714,0.001,15.1787,0.1537,319.4833,10.2357,0.9409,0.0003,9.1405,0.1331,2.5224,0.0157,2.3822,0.0132,174.352,1.5457,2367.2,20.99,2.6141,0.1784,2.735,0.0876,29.6288,0.8245,hcp,54.92,1.09,18.397,0.046,9.79,0.025,413.1,1.2,415.8,1.2,6517.0,13.0
Mar 2015,2015Mar_DAC13_P5,FeNiSi_DAC13_P5,0.8797,0.001,15.3129,0.1841,338.9118,13.3749,0.943,0.0003,9.4422,0.1648,2.4953,0.0161,2.293,0.0129,189.2122,1.7787,2569.0,24.15,2.7699,0.2137,2.9013,0.1145,32.6886,1.013,hcp,68.87,0.9,17.829,0.035,10.102,0.02,477.8,1.0,480.4,1.1,6896.0,10.0
Mar 2015,2015Mar_DAC13_P6,FeNiSi_DAC13_P6,0.891,0.0013,15.6418,0.1884,389.1899,10.3691,0.9463,0.0004,10.0767,0.1558,2.4354,0.0217,2.1419,0.0172,214.8631,2.9342,2917.2,39.84,3.1515,0.2186,3.3317,0.0888,38.4086,0.957,hcp,85.61,3.54,17.258,0.059,10.436,0.036,552.8,1.5,555.3,1.6,7295.0,16.0
