2theta,Intensity,Model,Residual,Background,extrapeak,bcc FeNi
23.00152163,225.5256653,225.38112585895757,0.14453944104241145,225.17011852126512,0.20376146265317474,0.0072458750392767335
23.00880821,225.306488,225.42334380005815,-0.116855800058147,225.20642887277873,0.2096114090261445,0.0073035182532777835
23.01609479,225.1894531,225.46577044445064,-0.27631734445063216,225.24269428777995,0.21571430470856956,0.007361851962102929
23.02338138,225.3079376,225.50842049591665,-0.20048289591665025,225.27891481594682,0.22208479265172296,0.00742088731811192
23.03066796,225.43902590000002,225.55130954385217,-0.11228364385215173,225.3150903578619,0.22873855053741482,0.007480635452868022
23.03795454,225.758255,225.59445450691706,0.1638004930829311,225.3512209632649,0.23569243568353687,0.007541107968628274
23.04524112,226.10569759999998,225.6378735011268,0.4678240988731943,225.3873066321556,0.24296455235038364,0.007602316620798844
23.05252771,226.0616913,225.68158607081756,0.3801052291824476,225.42334741396493,0.25057438336290877,0.007664273489727765
23.05981429,226.2185059,225.7256130724043,0.4928928275957105,225.45934320976946,0.25854287198940007,0.0077269906454397784
23.06710087,226.1826935,225.76997717151934,0.41271632848065565,225.4952940690617,0.2668926217938,0.007790480663824906
23.07438746,226.2151184,225.81470281707016,0.40041558292983837,225.5312000410877,0.27564801959991353,0.007854756382542159
23.08167404,226.4519196,225.85981622345193,0.5921033765480672,225.5670610272938,0.28483536552012834,0.007919830638009735
23.08896062,226.53823849999998,225.90534592575088,0.6328925742490981,225.6028770769876,0.29448313196204495,0.007985716801226478
23.0962472,226.4475861,225.95132274257998,0.4962633574200197,225.63864819016925,0.30462212397792054,0.008052428432801385
23.10353379,226.4617462,225.9977801326201,0.46396606737988577,225.6743744158379,0.31528573731132903,0.008119979470884591
23.11082037,226.227478,226.04475419675305,0.18272380324694382,225.71005565593333,0.3265101569533539,0.008188383866373933
23.11810695,226.6437836,226.09228434828032,0.5514992517196902,225.7456919595166,0.3383347326172244,0.008257656146513106
23.12539354,226.8780975,226.14041344671173,0.7376840532882625,225.78128337540184,0.3508022601601472,0.008327811149744903
23.13268012,227.42204280000004,226.18918795616767,1.2328548438323708,225.81682980589886,0.36395928652946213,0.00839886373935022
23.1399667,227.33972169999998,226.23865874513123,1.1010629548687518,225.85233129988362,0.37785661585845826,0.0084708293891675
23.14725328,227.46638489999998,226.2888812761454,1.1775036238545908,225.88778785735622,0.3925496949811535,0.008543723808025252
23.15453987,226.99337769999997,226.339916251371,0.653461448628974,225.92319952688408,0.408099161340933,0.008617563145971282
23.16182645,226.990448,226.3918299047727,0.5986180952272946,225.95856621127052,0.42457132990570623,0.008692363596463727
23.16911303,226.7644043,226.44469506883246,0.31970923116753625,225.99388795914453,0.4420389676744932,0.008768142013449038
23.17639961,226.73468019999996,226.49859162581654,0.23608857418341245,226.0291647705065,0.46058193979332845,0.008844915516715617
23.1836862,226.86219790000004,226.55360747938497,0.3085904206150758,226.06439669367705,0.480288083998213,0.008922701709696118
23.19097278,226.8049774,226.60983918640915,0.19513821359086592,226.09958363195278,0.5012540361953374,0.009001518261033814
23.19825936,226.6290436,226.6673934706626,-0.038349870662614194,226.13472563371624,0.5235864533910257,0.00908138355533148
23.20554595,226.52507020000002,226.72638820943308,-0.20131800943306644,226.16982274710347,0.5474031459396534,0.00916231638996175
23.21283253,226.59468080000002,226.78695355282542,-0.1922727528254029,226.20487487578072,0.5728343413984072,0.009244335646299201
