File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,bcc FeNi a,extrapeak Vol,bcc FeNi Vol
FeNi_DAC11_P2b_009,0.0026248399009687826,0.04077318076794875,23,26,0.860255,3,2.9863956481557303,2.8278720762622997,26.63434568783512,22.61409844832062
