@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/25/18 at 14:29:03 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "data without elastic peak"
@s0 errorbar size 0.0
@type xydy
 -8.01651E+01 -1.33047E+00  0.00000E+00
 -7.99159E+01 -1.32999E+00  0.00000E+00
 -7.96666E+01 -1.16402E-01  1.83579E+00
 -7.94173E+01 -7.58303E-01  4.25425E-02
 -7.91681E+01 -9.73697E-01  8.96900E-01
 -7.89188E+01 -7.63393E-01  1.90827E-01
 -7.86695E+01 -6.86109E-02  1.27675E+00
 -7.84203E+01 -4.09103E-01  9.22405E-01
 -7.81710E+01  3.39213E+00  2.48242E+00
 -7.79218E+01  6.27412E-01  5.55899E-01
 -7.76725E+01 -3.49104E-01  8.92034E-01
 -7.74232E+01 -1.24487E+00  3.32959E-01
 -7.71740E+01 -8.77083E-03  1.30417E+00
 -7.69247E+01  1.39327E+00  1.89367E+00
 -7.66754E+01  6.16542E-01  9.56380E-01
 -7.64262E+01  3.26884E-01  1.33717E+00
 -7.61769E+01 -1.02539E+00  1.06665E-01
 -7.59276E+01  8.12522E-01  1.55967E+00
 -7.56784E+01 -8.51725E-02  9.99822E-01
 -7.54291E+01 -7.22071E-01  2.18012E-01
 -7.51798E+01 -7.74288E-01  9.85054E-01
 -7.49306E+01  1.39068E+00  1.63218E+00
 -7.46813E+01 -9.93454E-01  0.00000E+00
 -7.44320E+01 -5.51698E-01  1.28795E+00
 -7.41828E+01 -7.60981E-03  2.25920E-01
 -7.39335E+01 -1.29061E+00  0.00000E+00
 -7.36843E+01 -9.48589E-01  9.03492E-01
 -7.34350E+01  2.70680E-01  9.49223E-01
 -7.31857E+01 -1.29476E+00  2.52980E-01
 -7.29365E+01  2.08666E-02  1.30816E+00
 -7.26872E+01  6.56625E-01  1.27269E+00
 -7.24379E+01  6.06684E-01  1.63033E+00
 -7.21887E+01  1.27001E+00  1.65939E+00
 -7.19394E+01 -3.41638E-01  3.30374E-01
 -7.16901E+01 -1.22604E+00  3.76660E-01
 -7.14409E+01 -1.85526E-01  1.36252E+00
 -7.11916E+01  3.51320E-01  1.28033E+00
 -7.09423E+01 -2.06010E-01  9.45369E-01
 -7.06931E+01 -6.68448E-01  0.00000E+00
 -7.04438E+01 -3.72018E-01  9.50181E-01
 -7.01946E+01  1.38545E-01  1.67470E+00
 -6.99453E+01  2.15486E+00  1.87587E+00
 -6.96960E+01 -3.43545E-01  5.36669E-02
 -6.94468E+01 -8.87176E-01  9.50486E-01
 -6.91975E+01  1.71951E+00  1.88286E+00
