Date,Folder,Index,fLM,dfLM,KE,dKE,MFC,dMFC,IF,dIF,highTIF,dhighTIF
Nov 2013,2013Nov_DAC14_P1,FeNiSi_DAC14_P1,0.7864,0.003,14.2407,0.1504,177.6791,10.123,1.5257,0.1746,1.521,0.0867
Feb 2014,2014Feb_DAC13_P1,FeNiSi_DAC13_P1,0.8415,0.0018,14.6598,0.116,254.904,6.7558,2.012,0.1346,2.1821,0.0578
Feb 2014,2014Feb_DAC13_P2,FeNiSi_DAC13_P2,0.8519,0.0016,14.7938,0.118,257.8673,7.012,2.1674,0.1369,2.2075,0.06
Feb 2014,2014Feb_DAC15_P1,FeNiSi_DAC15_P1,0.7776,0.0031,14.1535,0.1225,155.0829,6.5609,1.4244,0.1422,1.3276,0.0562
Mar 2015,2015Mar_Ambient,FeNiSi_Ambient,0.7678,0.0022,14.095,0.0748,161.055,3.2017,1.3565,0.0868,1.3787,0.0274
Mar 2015,2015Mar_DAC13_P3,FeNiSi_DAC13_P3,0.8634,0.0015,14.9695,0.1158,287.863,6.6452,2.3714,0.1343,2.4643,0.0569
Mar 2015,2015Mar_DAC13_P4,FeNiSi_DAC13_P4,0.8708,0.0016,15.1375,0.1609,319.6652,11.3868,2.5663,0.1867,2.7365,0.0975
Mar 2015,2015Mar_DAC13_P5,FeNiSi_DAC13_P5,0.8801,0.0015,15.2919,0.1856,348.2382,14.169,2.7455,0.2154,2.9811,0.1213
Mar 2015,2015Mar_DAC13_P6,FeNiSi_DAC13_P6,0.8914,0.0018,15.572,0.1959,401.7795,12.4577,3.0705,0.2273,3.4395,0.1066
