@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/25/18 at 14:51:20 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "normalized data (1/eV)"
@s0 errorbar size 0.0
@type xydy
 -7.08495E+01 -4.59194E-02  0.00000E+00
 -7.06000E+01 -4.59068E-02  0.00000E+00
 -7.03506E+01 -4.82236E-02  0.00000E+00
 -7.01011E+01 -1.32095E-02  1.18686E-03
 -6.98516E+01 -3.24921E-03  2.75711E-02
 -6.96022E+01 -1.37456E-02  2.57529E-02
 -6.93527E+01 -2.94948E-02  1.26365E-02
 -6.91032E+01 -1.08344E-02  2.50838E-02
 -6.88538E+01  7.73289E-04  2.36215E-02
 -6.86043E+01 -3.23113E-02  1.59741E-02
 -6.83548E+01 -2.40640E-02  2.45220E-02
 -6.81053E+01 -1.34521E-02  1.72793E-02
 -6.78559E+01 -3.48508E-02  1.29928E-02
 -6.76064E+01 -2.95085E-02  1.75330E-02
 -6.73569E+01  1.62635E-02  2.97932E-02
 -6.71075E+01  3.93785E-03  2.59496E-02
 -6.68580E+01 -1.59373E-02  1.87316E-02
 -6.66085E+01  5.12784E-03  3.21339E-02
 -6.63591E+01  1.48872E-03  3.43740E-02
 -6.61096E+01  1.31031E-02  2.07518E-02
 -6.58601E+01  2.35260E-02  3.68049E-02
 -6.56106E+01  3.29809E-02  3.55227E-02
 -6.53612E+01  6.76981E-03  1.72064E-02
 -6.51117E+01 -3.69021E-02  2.39538E-03
 -6.48622E+01 -3.94320E-02  9.67720E-03
 -6.46128E+01 -3.53086E-02  1.80891E-02
 -6.43633E+01 -1.89879E-02  2.39974E-02
 -6.41138E+01  3.87216E-02  4.37975E-02
 -6.38643E+01  4.44678E-02  3.40257E-02
 -6.36149E+01  1.31093E-02  3.18595E-02
 -6.33654E+01  2.73357E-02  2.62739E-02
 -6.31159E+01 -2.04281E-02  2.05744E-02
 -6.28665E+01 -3.37854E-02  1.26639E-02
 -6.26170E+01 -2.27646E-02  2.57103E-02
 -6.23675E+01  2.54461E-02  3.58003E-02
 -6.21181E+01  1.39000E-02  3.13341E-02
 -6.18686E+01  5.33357E-04  2.55614E-02
 -6.16191E+01 -2.38787E-02  2.28054E-02
 -6.13696E+01  2.68528E-02  3.93382E-02
 -6.11202E+01  6.29612E-02  4.44677E-02
 -6.08707E+01  4.91826E-02  3.04155E-02
 -6.06212E+01  5.99548E-02  4.14412E-02
 -6.03718E+01  6.05088E-02  3.95730E-02
 -6.01223E+01  2.65763E-02  3.09158E-02
 -5.98728E+01  6.51094E-02  5.25423E-02
 -5.96234E+01  1.03020E-01  5.36680E-02
 -5.93739E+01  8.18809E-02  4.11249E-02
 -5.91244E+01  3.98389E-02  4.16433E-02
 -5.88749E+01  1.12193E-01  5.35418E-02
 -5.86255E+01  1.09402E-01  4.80547E-02
 -5.83760E+01  1.12978E-01  5.77625E-02
 -5.81265E+01  1.60150E-01  5.72317E-02
 -5.78771E+01  1.10116E-01  4.58021E-02
 -5.76276E+01  9.11124E-02  4.63857E-02
 -5.73781E+01  1.43823E-01  5.49868E-02
 -5.71287E+01  1.11592E-01  5.33320E-02
 -5.68792E+01  1.11941E-01  4.70796E-02
 -5.66297E+01  1.23995E-01  5.50183E-02
 -5.63802E+01  1.46153E-01  5.44324E-02
 -5.61308E+01  1.08193E-01  4.72522E-02
 -5.58813E+01  1.07255E-01  5.62467E-02
 -5.56318E+01  1.77804E-01  5.95016E-02
 -5.53824E+01  2.03762E-01  7.01594E-02
 -5.51329E+01  2.37337E-01  6.27726E-02
 -5.48834E+01  1.72265E-01  5.21613E-02
 -5.46340E+01  6.66196E-02  4.40938E-02
 -5.43845E+01  8.72584E-02  4.66425E-02
 -5.41350E+01  1.19411E-01  5.42015E-02
 -5.38855E+01  1.72887E-01  6.37197E-02
 -5.36361E+01  1.56241E-01  5.66494E-02
 -5.33866E+01  1.01418E-01  4.55545E-02
 -5.31371E+01  1.21390E-01  5.09531E-02
 -5.28877E+01  1.54866E-01  5.42040E-02
 -5.26382E+01  9.14364E-02  3.92068E-02
 -5.23887E+01  6.01436E-02  4.73606E-02
 -5.21393E+01  8.29959E-02  5.07501E-02
 -5.18898E+01  1.23302E-01  5.35980E-02
 -5.16403E+01  1.33663E-01  4.63956E-02
 -5.13908E+01  1.20931E-01  4.47431E-02
 -5.11414E+01  1.12427E-01  5.14316E-02
 -5.08919E+01  1.08555E-01  5.09808E-02
 -5.06424E+01  5.97635E-02  4.76378E-02
 -5.03930E+01  8.74191E-02  4.80329E-02
 -5.01435E+01  1.10827E-01  4.83356E-02
 -4.98940E+01  1.15324E-01  5.18414E-02
 -4.96446E+01  1.01546E-01  4.90024E-02
 -4.93951E+01  8.64410E-02  4.13130E-02
 -4.91456E+01  9.83162E-02  5.63648E-02
 -4.88961E+01  1.49693E-01  5.80376E-02
 -4.86467E+01  1.79950E-01  6.16758E-02
 -4.83972E+01  1.68019E-01  5.77291E-02
 -4.81477E+01  1.28879E-01  4.71827E-02
 -4.78983E+01  9.52680E-02  5.39371E-02
 -4.76488E+01  1.01344E-01  4.36785E-02
 -4.73993E+01  1.35083E-01  6.03364E-02
 -4.71499E+01  2.12783E-01  6.48629E-02
 -4.69004E+01  2.17220E-01  6.59604E-02
 -4.66509E+01  1.77006E-01  6.24542E-02
 -4.64014E+01  2.12539E-01  6.71134E-02
 -4.61520E+01  2.21439E-01  6.69792E-02
 -4.59025E+01  2.06946E-01  6.15526E-02
 -4.56530E+01  1.67765E-01  6.14955E-02
 -4.54036E+01  1.71565E-01  6.66211E-02
 -4.51541E+01  2.83263E-01  6.75554E-02
 -4.49046E+01  2.24523E-01  6.12679E-02
 -4.46552E+01  2.14430E-01  7.72602E-02
 -4.44057E+01  2.37894E-01  6.88426E-02
 -4.41562E+01  2.20312E-01  7.29153E-02
 -4.39067E+01  2.97273E-01  7.16652E-02
 -4.36573E+01  2.41120E-01  6.14688E-02
 -4.34078E+01  1.97645E-01  6.71465E-02
 -4.31583E+01  2.30701E-01  6.85191E-02
 -4.29089E+01  2.29875E-01  6.70486E-02
 -4.26594E+01  2.00242E-01  6.40284E-02
 -4.24099E+01  2.04616E-01  7.20873E-02
 -4.21604E+01  2.57044E-01  6.51586E-02
 -4.19110E+01  2.45940E-01  6.70735E-02
 -4.16615E+01  2.16907E-01  7.22368E-02
 -4.14120E+01  2.96869E-01  7.28457E-02
 -4.11626E+01  2.69887E-01  7.50650E-02
 -4.09131E+01  2.57451E-01  7.04024E-02
 -4.06636E+01  2.23258E-01  6.54783E-02
 -4.04142E+01  2.64287E-01  7.74135E-02
 -4.01647E+01  3.74758E-01  8.74494E-02
 -3.99152E+01  3.90385E-01  8.89988E-02
 -3.96657E+01  4.86972E-01  9.00298E-02
 -3.94163E+01  4.14290E-01  7.66955E-02
 -3.91668E+01  2.65457E-01  6.96168E-02
 -3.89173E+01  2.94713E-01  7.47353E-02
 -3.86679E+01  2.62948E-01  7.22143E-02
 -3.84184E+01  2.44877E-01  8.14901E-02
 -3.81689E+01  3.36535E-01  7.90992E-02
 -3.79195E+01  3.21109E-01  8.23810E-02
 -3.76700E+01  4.00330E-01  9.29076E-02
 -3.74205E+01  4.50770E-01  8.52912E-02
 -3.71710E+01  3.77444E-01  8.86300E-02
 -3.69216E+01  3.86210E-01  9.24897E-02
 -3.66721E+01  5.05762E-01  9.21503E-02
 -3.64226E+01  4.29285E-01  8.53700E-02
 -3.61732E+01  3.81687E-01  8.38243E-02
 -3.59237E+01  3.47705E-01  8.77228E-02
 -3.56742E+01  5.50478E-01  1.06195E-01
 -3.54248E+01  5.99758E-01  1.02092E-01
 -3.51753E+01  5.05777E-01  9.65988E-02
 -3.49258E+01  5.79780E-01  1.09902E-01
 -3.46763E+01  6.68780E-01  1.08627E-01
 -3.44269E+01  7.07732E-01  1.19953E-01
 -3.41774E+01  7.70922E-01  1.19688E-01
 -3.39279E+01  7.59434E-01  1.15386E-01
 -3.36785E+01  7.09631E-01  1.10685E-01
 -3.34290E+01  6.09522E-01  1.11665E-01
 -3.31795E+01  7.31526E-01  1.21244E-01
 -3.29301E+01  7.96920E-01  1.18153E-01
 -3.26806E+01  7.95586E-01  1.12331E-01
 -3.24311E+01  7.31339E-01  1.19746E-01
 -3.21816E+01  7.57791E-01  1.20900E-01
 -3.19322E+01  7.94747E-01  1.32644E-01
 -3.16827E+01  1.02269E+00  1.33955E-01
 -3.14332E+01  9.41370E-01  1.27451E-01
 -3.11838E+01  8.67789E-01  1.27396E-01
 -3.09343E+01  9.66318E-01  1.30324E-01
 -3.06848E+01  1.01512E+00  1.37040E-01
 -3.04354E+01  1.02428E+00  1.43247E-01
 -3.01859E+01  9.92837E-01  1.32742E-01
 -2.99364E+01  9.75582E-01  1.34524E-01
 -2.96869E+01  9.57903E-01  1.29072E-01
 -2.94375E+01  8.18002E-01  1.18626E-01
 -2.91880E+01  7.72491E-01  1.19955E-01
 -2.89385E+01  7.57003E-01  1.11358E-01
 -2.86891E+01  7.26836E-01  1.11301E-01
 -2.84396E+01  7.85406E-01  1.19001E-01
 -2.81901E+01  7.62817E-01  1.24105E-01
 -2.79407E+01  8.41923E-01  1.23434E-01
 -2.76912E+01  7.90158E-01  1.18065E-01
 -2.74417E+01  6.55467E-01  1.12016E-01
 -2.71922E+01  5.98347E-01  9.98163E-02
 -2.69428E+01  5.66717E-01  1.03689E-01
 -2.66933E+01  6.18431E-01  1.08160E-01
 -2.64438E+01  6.00900E-01  1.09201E-01
 -2.61944E+01  6.42006E-01  1.12913E-01
 -2.59449E+01  6.57360E-01  1.05285E-01
 -2.56954E+01  6.13662E-01  1.08172E-01
 -2.54460E+01  6.42191E-01  1.11424E-01
 -2.51965E+01  6.12199E-01  1.01963E-01
 -2.49470E+01  5.65010E-01  9.88315E-02
 -2.46975E+01  4.70651E-01  9.84202E-02
 -2.44481E+01  4.87880E-01  9.67564E-02
 -2.41986E+01  6.06905E-01  1.07026E-01
 -2.39491E+01  5.73813E-01  9.81705E-02
 -2.36997E+01  4.73907E-01  9.09830E-02
 -2.34502E+01  5.11172E-01  9.51848E-02
 -2.32007E+01  5.09399E-01  1.00607E-01
 -2.29513E+01  5.27619E-01  9.65195E-02
 -2.27018E+01  5.47882E-01  9.47979E-02
 -2.24523E+01  4.48286E-01  8.86092E-02
 -2.22028E+01  5.10394E-01  1.04545E-01
 -2.19534E+01  6.31296E-01  1.09051E-01
 -2.17039E+01  5.12748E-01  9.07757E-02
 -2.14544E+01  3.46232E-01  8.76112E-02
 -2.12050E+01  4.32656E-01  8.97996E-02
 -2.09555E+01  4.51133E-01  9.23239E-02
 -2.07060E+01  3.49563E-01  8.59349E-02
 -2.04565E+01  4.35393E-01  1.04517E-01
 -2.02071E+01  6.44524E-01  9.94437E-02
 -1.99576E+01  4.81282E-01  8.57581E-02
 -1.97081E+01  3.43606E-01  9.11088E-02
 -1.94587E+01  4.32855E-01  9.16391E-02
 -1.92092E+01  4.32222E-01  9.58025E-02
 -1.89597E+01  4.20750E-01  8.70370E-02
 -1.87103E+01  3.79660E-01  7.86870E-02
 -1.84608E+01  4.44280E-01  9.87094E-02
 -1.82113E+01  4.52978E-01  9.15905E-02
 -1.79618E+01  4.93036E-01  9.38451E-02
 -1.77124E+01  4.37700E-01  8.95230E-02
 -1.74629E+01  4.32047E-01  9.80301E-02
 -1.72134E+01  5.21971E-01  9.10348E-02
 -1.69640E+01  4.85989E-01  9.59971E-02
 -1.67145E+01  4.86984E-01  1.05259E-01
 -1.64650E+01  5.04891E-01  9.53357E-02
 -1.62156E+01  4.03196E-01  9.16501E-02
 -1.59661E+01  4.13752E-01  8.88773E-02
 -1.57166E+01  3.90003E-01  8.71474E-02
 -1.54671E+01  4.28080E-01  1.03942E-01
 -1.52177E+01  5.65725E-01  1.05452E-01
 -1.49682E+01  5.26625E-01  9.30524E-02
 -1.47187E+01  4.15887E-01  9.15580E-02
 -1.44693E+01  5.33144E-01  1.03010E-01
 -1.42198E+01  5.18944E-01  9.58773E-02
 -1.39703E+01  5.01612E-01  1.02759E-01
 -1.37209E+01  4.76254E-01  9.00300E-02
 -1.34714E+01  3.93133E-01  8.57735E-02
 -1.32219E+01  3.82500E-01  9.12926E-02
 -1.29724E+01  4.89692E-01  1.05676E-01
 -1.27230E+01  5.77868E-01  1.00868E-01
 -1.24735E+01  4.82766E-01  9.13213E-02
 -1.22240E+01  4.18170E-01  8.64716E-02
 -1.19746E+01  3.46006E-01  8.69292E-02
 -1.17251E+01  4.21608E-01  9.02701E-02
 -1.14756E+01  4.55447E-01  9.71350E-02
 -1.12262E+01  5.01006E-01  9.62309E-02
 -1.09767E+01  4.60109E-01  9.43808E-02
 -1.07272E+01  4.28593E-01  1.00775E-01
 -1.04777E+01  5.99348E-01  1.06610E-01
 -1.02283E+01  5.62462E-01  1.04953E-01
 -9.97880E+00  4.88727E-01  9.60612E-02
 -9.72933E+00  5.31285E-01  9.35363E-02
 -9.47986E+00  4.06829E-01  8.34358E-02
 -9.23039E+00  3.01101E-01  7.97131E-02
 -8.98092E+00  3.42126E-01  8.68365E-02
 -8.73145E+00  4.41507E-01  8.79299E-02
 -8.48198E+00  3.68576E-01  8.51715E-02
 -8.23251E+00  4.49282E-01  9.20485E-02
 -7.98304E+00  4.28166E-01  9.80096E-02
 -7.73357E+00  4.92060E-01  1.04980E-01
 -7.48410E+00  5.80124E-01  1.03376E-01
 -7.23463E+00  5.53601E-01  9.13818E-02
 -6.98516E+00  4.21956E-01  8.92639E-02
 -6.73569E+00  4.38140E-01  9.04705E-02
 -6.48622E+00  3.95444E-01  9.02310E-02
 -6.23675E+00  3.84762E-01  9.00241E-02
 -5.98728E+00  3.52839E-01  8.65474E-02
 -5.73781E+00  4.29473E-01  9.65030E-02
 -5.48834E+00  5.07276E-01  9.73234E-02
 -5.23887E+00  5.11230E-01  1.01306E-01
 -4.98940E+00  6.07870E-01  1.04189E-01
 -4.73993E+00  5.46588E-01  8.90630E-02
 -4.49046E+00  3.87847E-01  9.83860E-02
 -4.24099E+00  4.48164E-01  9.97914E-02
 -3.99152E+00  5.36185E-01  9.72573E-02
 -3.74205E+00  4.52386E-01  1.01739E-01
 -3.49258E+00  4.51884E-01  1.11984E-01
 -3.24311E+00  4.98658E-01  1.13797E-01
 -2.99364E+00  4.46192E-01  1.14475E-01
 -2.74417E+00  3.95925E-01  1.25277E-01
 -2.49470E+00  3.62510E-01  1.43454E-01
 -2.24523E+00  3.17088E-01  1.58551E-01
 -1.99576E+00  2.61961E-01  1.88236E-01
 -1.74629E+00  2.22951E-01  2.40600E-01
 -1.49682E+00  2.53208E-01  3.28901E-01
 -1.24735E+00  4.06595E-01  4.58159E-01
 -9.97880E-01  6.89574E-01  6.80821E-01
 -7.48410E-01  9.73503E-01  1.02226E+00
 -4.98940E-01  1.01972E+00  1.38096E+00
 -2.49470E-01  7.51490E-01  1.60736E+00
  0.00000E+00  4.51297E-01  1.63678E+00
  2.49470E-01  4.50417E-01  1.41339E+00
  4.98940E-01  6.64965E-01  1.07205E+00
  7.48410E-01  7.38222E-01  7.31130E-01
  9.97880E-01  5.59480E-01  4.99860E-01
  1.24735E+00  3.46670E-01  3.67608E-01
  1.49682E+00  2.89644E-01  3.00506E-01
  1.74629E+00  3.59115E-01  2.65422E-01
  1.99576E+00  4.31796E-01  2.27278E-01
  2.24523E+00  4.50775E-01  1.91105E-01
  2.49470E+00  4.44949E-01  1.88801E-01
  2.74417E+00  4.54241E-01  1.84474E-01
  2.99364E+00  4.77877E-01  1.75233E-01
  3.24311E+00  4.27481E-01  1.52247E-01
  3.49258E+00  2.06861E-01  1.43062E-01
  3.74205E+00  5.09931E-01  1.49506E-01
  3.99152E+00  5.73227E-01  1.36048E-01
  4.24099E+00  4.68318E-01  1.16514E-01
  4.49046E+00  5.01600E-01  1.17719E-01
  4.73993E+00  5.29174E-01  1.26901E-01
  4.98940E+00  6.86552E-01  1.30121E-01
  5.23887E+00  7.76707E-01  1.18008E-01
  5.48834E+00  6.42814E-01  1.11430E-01
  5.73781E+00  5.79355E-01  1.19235E-01
  5.98728E+00  6.92468E-01  1.17045E-01
  6.23675E+00  6.29295E-01  1.14438E-01
  6.48622E+00  6.66425E-01  1.11709E-01
  6.73569E+00  6.94127E-01  1.15025E-01
  6.98516E+00  7.52632E-01  1.20258E-01
  7.23463E+00  6.90589E-01  1.16635E-01
  7.48410E+00  6.90983E-01  1.17875E-01
  7.73357E+00  6.71737E-01  1.15629E-01
  7.98304E+00  6.10129E-01  1.10286E-01
  8.23251E+00  6.99472E-01  1.19855E-01
  8.48198E+00  7.78194E-01  1.19500E-01
  8.73145E+00  6.29522E-01  1.07699E-01
  8.98092E+00  5.98655E-01  1.07969E-01
  9.23039E+00  7.07227E-01  1.19213E-01
  9.47986E+00  7.97499E-01  1.18695E-01
  9.72933E+00  6.39023E-01  1.14772E-01
  9.97880E+00  7.32845E-01  1.16920E-01
  1.02283E+01  6.65989E-01  1.10540E-01
  1.04777E+01  6.63263E-01  1.19657E-01
  1.07272E+01  7.91790E-01  1.25954E-01
  1.09767E+01  7.87785E-01  1.19621E-01
  1.12262E+01  7.28458E-01  1.16966E-01
  1.14756E+01  7.19136E-01  1.17941E-01
  1.17251E+01  6.36711E-01  1.10062E-01
  1.19746E+01  7.35922E-01  1.18982E-01
  1.22240E+01  7.29774E-01  1.10219E-01
  1.24735E+01  6.87164E-01  1.19103E-01
  1.27230E+01  7.92259E-01  1.25620E-01
  1.29724E+01  7.40830E-01  1.24932E-01
  1.32219E+01  7.57423E-01  1.18475E-01
  1.34714E+01  8.97427E-01  1.29227E-01
  1.37209E+01  8.82773E-01  1.30187E-01
  1.39703E+01  8.62798E-01  1.26186E-01
  1.42198E+01  8.79504E-01  1.32901E-01
  1.44693E+01  9.61977E-01  1.35776E-01
  1.47187E+01  9.02631E-01  1.29898E-01
  1.49682E+01  6.65294E-01  1.14868E-01
