File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,hcp FeNi a,hcp FeNi c,extrapeak Vol,hcp FeNi Vol,hcp FeNi c/a
FeNi_DAC11_P7a_027,0.0020847517398422345,0.04311475599275946,22,29,0.860255,3,2.9645592197949067,2.35824152804526,3.7486704861798135,26.054358859223345,18.054458381188237,1.589604135793112
