Parameters,Values,Std
extrapeak Peak 0 Intensity,4.028063445957645,0.7597513196720727
hcp FeNi Peak 0 Intensity,12.817786164275345,0.26143273038460096
hcp FeNi Peak 1 Intensity,0.18581877086770926,0.12089142794058838
hcp FeNi Peak 2 Intensity,25.835275064696194,0.48126576678474925
extrapeak Peak Width,0.2236212913261339,0.00706608938974588
hcp FeNi Peak Width,0.21703286854793077,0.0022982102290590124
extrapeak Peak Shape,0.9999999999999268,0.24201051301861184
hcp FeNi Peak Shape,0.045090734690689055,0.004191671200024856
extrapeak a,2.9645592197949067,9.909868838388895e-05
hcp FeNi a,2.35824152804526,0.0002137523009325654
hcp FeNi c,3.7486704861798135,0.0013215356904547218
Background 0,713.5387272826973,5.599039693819838
Background 1,-36.11734553266458,0.4429105736319046
Background 2,0.9528955742249264,0.008706430539016766
