File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,hcp FeNiSi a,hcp FeNiSi c,extrapeak Vol,hcp FeNiSi Vol,hcp FeNiSi c/a
FeNiSi_DAC13_P5a_023,0.0014534370927274645,0.0642020861087767,23,28.8,0.860255,3,2.9842246579609415,2.3477144185889767,3.741992428942232,26.5763015918195,17.86175263443893,1.5938873992992915
