Parameters,Values,Std
hcp FeNi Peak 0 Intensity,18.580251137086105,0.27623450749881984
hcp FeNi Peak 1 Intensity,0.30662573754559797,0.13129548326786078
hcp FeNi Peak 2 Intensity,39.42553124663836,0.5268200278628727
extrapeak Peak 0 Intensity,3.55408229687171,0.8132757832216198
hcp FeNi Peak Width,0.19458053794162386,0.0014131654914339288
extrapeak Peak Width,0.20876150104772462,0.0073359132660844205
hcp FeNi Peak Shape,0.03329727122045562,0.002521538250967054
extrapeak Peak Shape,0.9999999999999925,0.28825394894045225
hcp FeNi a,2.359845214227392,0.00014800155969609753
hcp FeNi c,3.7482421911640347,0.000907764598943601
extrapeak a,2.964714079645559,0.0001027883395715304
Background 0,656.3595509922867,5.648976600197657
Background 1,-35.49376424245453,0.4469677970577075
Background 2,0.9528751146194386,0.008789634928523441
