File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P7b_026,0.0023700176254013022,0.04660828426131142,22,29,0.860255,3,2.359845214227392,3.7482421911640347,2.964714079645559,18.076956474852377,1.5883423915119794,26.058442081642955
