@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/25/18 at 14:58:30 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "data without elastic peak"
@s0 errorbar size 0.0
@type xydy
 -7.96489E+01 -1.02080E+00  0.00000E+00
 -7.93994E+01  6.04802E-02  1.41864E+00
 -7.91499E+01 -1.32277E-02  1.50422E-01
 -7.89004E+01 -1.01899E+00  0.00000E+00
 -7.86508E+01 -9.82834E-01  1.00162E+00
 -7.84013E+01 -3.54172E-02  3.31822E-01
 -7.81518E+01  1.05145E+00  1.68044E+00
 -7.79022E+01  9.22844E-01  1.08619E+00
 -7.76527E+01  2.08855E+00  1.97174E+00
 -7.74032E+01  7.78616E-02  4.37737E-01
 -7.71537E+01 -1.01844E+00  3.00734E-01
 -7.69041E+01 -9.03760E-01  9.77319E-01
 -7.66546E+01 -7.80146E-02  0.00000E+00
 -7.64051E+01 -1.02063E+00  0.00000E+00
 -7.61555E+01 -1.02027E+00  0.00000E+00
 -7.59060E+01  8.96616E-01  1.37969E+00
 -7.56565E+01 -7.64282E-01  5.04241E-01
 -7.54069E+01 -1.01973E+00  1.83386E-01
 -7.51574E+01 -9.67935E-01  9.90860E-01
 -7.49079E+01 -4.11032E-02  0.00000E+00
 -7.46584E+01 -1.02035E+00  0.00000E+00
 -7.44088E+01 -9.87497E-01  1.80058E-01
 -7.41593E+01  6.23416E-02  1.03709E+00
 -7.39098E+01  9.17974E-01  1.38910E+00
 -7.36602E+01 -9.54647E-01  2.55073E-01
 -7.34107E+01  9.93869E-01  1.47267E+00
 -7.31612E+01  1.19833E-01  1.36072E+00
 -7.29117E+01 -1.19623E-01  6.40108E-02
 -7.26621E+01 -1.76049E-02  9.99016E-01
 -7.24126E+01 -1.00361E+00  3.69544E-01
 -7.21631E+01 -8.96403E-01  9.63729E-01
 -7.19135E+01 -8.54646E-02  0.00000E+00
 -7.16640E+01 -1.01932E+00  0.00000E+00
 -7.14145E+01 -9.01821E-01  3.42796E-01
 -7.11649E+01  8.83790E-01  1.37647E+00
 -7.09154E+01  9.66369E-02  1.05314E+00
 -7.06659E+01  8.89162E-01  1.38027E+00
 -7.04164E+01  1.24185E-01  1.06518E+00
 -7.01668E+01  9.13137E-01  1.39076E+00
 -6.99173E+01 -8.89044E-01  3.32265E-01
 -6.96678E+01 -7.38044E-02  9.71206E-01
 -6.94182E+01 -9.02051E-01  3.50396E-01
 -6.91687E+01  1.01668E+00  1.42869E+00
 -6.89192E+01 -7.50667E-02  9.54026E-01
 -6.86697E+01 -8.74399E-01  3.78845E-01
 -6.84201E+01  2.02402E+00  1.74311E+00
 -6.81706E+01  9.95576E-01  1.40894E+00
 -6.79211E+01  5.27684E-02  1.03843E+00
 -6.76715E+01  2.09036E-01  1.11562E+00
 -6.74220E+01  1.74497E+00  1.65796E+00
 -6.71725E+01 -8.88920E-01  3.11330E-01
 -6.69229E+01 -6.45511E-02  9.83632E-01
 -6.66734E+01  9.82036E-01  1.40305E+00
 -6.64239E+01 -9.73910E-01  2.11600E-01
 -6.61744E+01  9.72445E-01  1.41001E+00
 -6.59248E+01 -7.55571E-01  5.34064E-01
 -6.56753E+01  2.84978E+00  1.97599E+00
 -6.54258E+01 -1.76826E-02  9.54461E-01
 -6.51762E+01 -1.75083E-01  9.11347E-01
