File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNiSi a,bcc FeNiSi Vol
FeNiSi_DAC14_P4b_028,0.0025233379216847724,0.06240691272880091,24,26,0.860255,3,2.861197506865342,23.423053687099205
