,bcc FeNiSi Peak 0 Intensity,bcc FeNiSi Peak Width,bcc FeNiSi Peak Shape,bcc FeNiSi a,Background 0,Background 1,Background 2
bcc FeNiSi Peak 0 Intensity,2.140894868893986,-0.001193285294190776,-0.0025272339573929334,-1.1215549944270422e-06,-14.884858051842745,1.24826479282779,-0.02602644219044289
bcc FeNiSi Peak Width,-0.0011932852941907762,1.0789612696128552e-06,1.4253652928376652e-06,1.320746085348037e-09,0.02956949904041881,-0.0024472672394495157,5.045639782647414e-05
bcc FeNiSi Peak Shape,-0.0025272339573929334,1.4253652928376652e-06,3.1753215201653836e-06,1.473528745584362e-09,0.029779408896592363,-0.0024753253301861614,5.1222329577656865e-05
bcc FeNiSi a,-1.1215549944270427e-06,1.3207460853480371e-09,1.4735287455843616e-09,4.007601116835327e-09,-0.0017441897638399866,0.0001386427734247867,-2.7536794366530132e-06
Background 0,-14.884858051842745,0.029569499040418806,0.029779408896592363,-0.0017441897638399864,39163.53285720585,-3137.1065491588647,62.784100484878984
Background 1,1.2482647928277897,-0.0024472672394495153,-0.0024753253301861614,0.0001386427734247867,-3137.1065491588647,251.326176877888,-5.0305776487357035
Background 2,-0.02602644219044289,5.045639782647414e-05,5.1222329577656865e-05,-2.753679436653013e-06,62.784100484878984,-5.0305776487357035,0.10070627426895243
