,bcc FeNiSi Peak 0 Intensity,bcc FeNiSi Peak Width,bcc FeNiSi Peak Shape,bcc FeNiSi a,Background 0,Background 1,Background 2
bcc FeNiSi Peak 0 Intensity,17.089729489268972,-0.029949648203227146,-0.7877547291318744,-3.513347862136666e-06,2623.066561417088,-210.99050746838617,4.238912828547663
bcc FeNiSi Peak Width,-0.02994964820322714,7.858145165092795e-05,0.001480663015776789,4.594497522881626e-09,-2.20922077891842,0.1775354818164679,-0.0035663868098026246
bcc FeNiSi Peak Shape,-0.7877547291318742,0.001480663015776789,0.0367641826180473,1.478725490394271e-07,-109.13020638060682,8.777341585401983,-0.17634016394285293
bcc FeNiSi a,-3.513347862136666e-06,4.594497522881623e-09,1.4787254903942708e-07,1.148937767164608e-08,-0.002309546852086123,0.00017735277231966501,-3.394501886365308e-06
Background 0,2623.0665614170885,-2.20922077891842,-109.13020638060682,-0.0023095468520861234,939689.2971965702,-75581.05396256769,1518.1310388984043
Background 1,-210.99050746838617,0.17753548181646786,8.777341585401983,0.00017735277231966501,-75581.05396256769,6079.321658753119,-122.11380532414003
Background 2,4.238912828547663,-0.0035663868098026246,-0.17634016394285293,-3.394501886365308e-06,1518.131038898404,-122.11380532414003,2.452944040559482
