File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNiSi a,bcc FeNiSi Vol
FeNiSi_DAC15_P1a_006,0.005014394674033832,0.15445274056968508,23.8,26,0.860255,3,2.824449557454229,22.532089566022485
