File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P5a_021,0.002789295300916587,0.05467897109288418,22,29,0.860255,3,2.396583964616301,3.824315734633246,2.962620377064925,19.02259099976793,1.595736177449359,26.003273078487176
