Parameters,Values,Std
hcp FeNi Peak 0 Intensity,18.9037796097181,0.5401781408008192
hcp FeNi Peak 1 Intensity,6.06395345571373,0.20610112284584667
hcp FeNi Peak 2 Intensity,30.808005714879954,0.6523830080085152
extrapeak Peak 0 Intensity,20.89080317964271,1.063507717907401
hcp FeNi Peak Width,0.16982883609857288,0.0019200995248779302
extrapeak Peak Width,0.10676075450328629,0.003097242400997214
hcp FeNi Peak Shape,0.01910263424524795,0.003152130833765689
extrapeak Peak Shape,0.024437020350207533,0.005332557922086916
hcp FeNi a,2.4379137271115,0.00020127524355875476
hcp FeNi c,3.9275474798658365,0.0008670097664721674
extrapeak a,2.9650351996424513,0.00019837560398358213
Background 0,-44.834232970467816,7.455107795372102
Background 1,27.774731054720267,0.5891007394338884
Background 2,-0.4603091184605715,0.011550033857535662
