File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P4a_017,0.0030396193341830214,0.058662067048044504,22,29,0.860255,3,2.4379137271115,3.9275474798658365,2.9650351996424513,20.215697999804632,1.6110280836390758,26.066910479951208
