Parameters,Values,Std
hcp FeNi Peak 0 Intensity,20.273130540120643,0.4943479113447703
hcp FeNi Peak 1 Intensity,2.0772952363858912e-29,0.20307779417871774
hcp FeNi Peak 2 Intensity,38.49431728577839,0.8337095602798931
extrapeak Peak 0 Intensity,13.46847958276105,0.8353479161110482
hcp FeNi Peak Width,0.19747501315108215,0.002304195594243168
extrapeak Peak Width,0.17524848231447476,0.0063330737377082615
hcp FeNi Peak Shape,0.051431843091221396,0.004685114824615515
extrapeak Peak Shape,1.2267654938258695e-26,0.008166960898333672
hcp FeNi a,2.3311423640907774,0.00018389231590626142
hcp FeNi c,3.6811594151827696,0.001131002331070795
extrapeak a,2.9476237909534553,0.0004980155042703937
Background 0,1987.4899992566798,115.58336211142812
Background 1,-172.053114442527,13.4970048262339
Background 2,6.397191508754358,0.5225580219620432
Background 3,-0.07613769228050173,0.006708225477443093
