File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P9b_033,0.0028160682309447517,0.06392267918008758,22,30,0.860255,4,2.3311423640907774,3.6811594151827696,2.9476237909534553,17.324186517165028,1.5791225245990257,25.61038807926986
