E,DOS
0.24895,0.0030594759241377913
0.4979,0.01225412616160048
0.74685,0.027497882761471623
0.9958,0.048372453986381896
1.24475,0.0740603423036572
1.4937,0.10452493250165676
1.74265,0.14129311798600647
1.9916,0.18619886988616965
2.24055,0.23982197361306412
2.4895,0.3026248505979923
2.73845,0.3756519939641054
2.9874,0.4543209964287749
3.23635,0.5348220347956552
3.4853,0.6189291532782055
3.73425,0.7037676351237875
3.9832,0.780749961454562
4.23215,0.8608731975962232
4.4811,0.9530522994873443
4.73005,1.0263900369595726
4.979,1.0823350752614944
5.22795,1.2010218856562347
5.4769,1.387584485576848
5.72585,1.590004591222068
5.9748,1.7782996068639918
6.22375,1.9401239838827884
6.4727,2.077513871677243
6.72165,2.1985831244703378
6.9706,2.30965645589655
7.21955,2.425627572570983
7.4685,2.568458834461479
7.71745,2.744597297803943
7.9664,2.8533442849105333
8.21535,2.851449565496408
8.4643,2.938524460858882
8.71325,3.2342091500071803
8.9622,3.5749711950328855
9.21115,3.802663057098156
9.4601,3.951711885330437
9.70905,4.112758657393311
9.958,4.365258745195523
10.207,4.684155947309267
10.4559,5.053915788738794
10.7049,5.236909900385494
10.9538,5.2105324901322785
11.2028,5.152078515064415
11.4517,5.242724207335741
11.7007,5.558296555551104
11.9496,6.061421859413649
12.1986,6.6089878728869
12.4475,6.990984678162216
12.6965,7.2197780669454135
12.9454,7.387601729565532
13.1944,7.677330890735445
13.4433,8.121698949343132
13.6923,8.611305787442026
13.9412,9.09568652913307
14.1902,9.658472138512783
14.4391,10.29224179017033
14.6881,10.78333923834744
14.937,11.052473171185042
15.186,11.308875418738229
15.4349,11.68724468836945
15.6839,12.023498660546858
15.9328,12.08145227791608
16.1818,12.220016162943471
16.4307,12.948672990724408
16.6797,14.038066501091025
16.9286,15.076427331683055
17.1776,16.18936168952929
17.4265,17.18846523716166
17.6755,17.769588883807995
17.9244,18.147658604587424
18.1734,18.496752330525865
18.4223,18.416467395873358
18.6713,18.443499462293335
18.9202,19.676802667835652
19.1692,21.93771819189379
19.4181,23.872024860025125
19.6671,24.861478261061695
19.916,25.49362033606387
20.165,25.9965991656525
20.4139,25.87794426609951
20.6629,25.67104065030166
20.9118,26.44581101595721
21.1608,28.013949448863464
21.4097,29.87977533426123
21.6587,32.12496066186786
21.9076,34.30789060943696
22.1566,35.78737056261672
22.4055,37.62964064905671
22.6545,41.00699787463789
22.9034,45.0321596604392
23.1524,48.27648144341481
23.4013,50.122154442834464
23.6503,51.5591635722005
23.8992,54.28247487329066
24.1482,58.141115494669656
24.3971,61.49239115455119
24.6461,63.56346397431372
24.895,64.14720360937154
25.144,64.21861710825462
25.3929,65.2075564714295
25.6419,68.67800122669986
25.8908,74.71941874657436
26.1398,81.13777841072569
26.3887,86.01973175926938
26.6377,88.61947109292642
26.8866,89.16465954556237
27.1356,89.3657330389893
27.3845,91.6183358822064
27.6335,98.35080217284879
27.8824,106.79113605062501
28.1314,111.60467003134052
28.3803,111.31353544572126
28.6293,109.69904425487901
28.8782,110.27832968053114
29.1272,112.35659206529607
29.3761,113.03512977591893
29.6251,110.48690403363808
29.874,105.44002887547357
30.123,101.91722428341464
