,bcc FeNiSi Peak 0 Intensity,bcc FeNiSi Peak Width,bcc FeNiSi Peak Shape,bcc FeNiSi a,Background 0,Background 1,Background 2
bcc FeNiSi Peak 0 Intensity,1.3016040442191723,-0.005606943401727805,-0.25024693347907784,-1.3749498123896259e-06,33.77905466794224,-2.7089490160003327,0.05434944036899787
bcc FeNiSi Peak Width,-0.005606943401727805,3.1080355552545075e-05,0.001109541320481586,3.945026297785333e-09,0.06490125708785492,-0.005346608052842154,0.00010931958030145773
bcc FeNiSi Peak Shape,-0.25024693347907784,0.001109541320481586,0.04829953998290681,2.457579956172459e-07,-5.1012212550098415,0.40823465867502134,-0.008178084614324295
bcc FeNiSi a,-1.3749498123896259e-06,3.945026297785335e-09,2.457579956172459e-07,5.058861398421324e-09,-0.0017286640776215515,0.0001373746582163795,-2.727480105409861e-06
Background 0,33.77905466794224,0.06490125708785494,-5.101221255009842,-0.0017286640776215515,36346.54665247858,-2916.363657057007,58.45446934775822
Background 1,-2.7089490160003327,-0.005346608052842154,0.40823465867502134,0.00013737465821637952,-2916.3636570570065,234.02414120105377,-4.691113632806568
Background 2,0.05434944036899787,0.00010931958030145775,-0.008178084614324295,-2.7274801054098613e-06,58.454469347758206,-4.691113632806568,0.09404364557773219
