File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNiSi a,bcc FeNiSi Vol
FeNiSi_DAC14_P3a_016,0.002713410890043587,0.058292646315659044,24,26,0.860255,3,2.842852997562148,22.975406783984194
