File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNiSi a,hcp FeNiSi c,extrapeak a,hcp FeNiSi Vol,hcp FeNiSi c/a,extrapeak Vol
FeNiSi_DAC13_P6b_024,0.0013455293879545674,0.055705460174322326,23,28.8,0.860255,3,2.390536497092405,3.428171584764322,2.9857964219220574,16.966174900287168,1.4340595046065963,26.6183162011145
