# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 7.900e-05, 7.900e-05 m
# PONI: 1.411e-01, 1.028e-01 m
# Distance Sample to Detector: 0.252389920345 m
# Rotations: 0.001947 0.002954 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 252.392 mm
# Center: x=1295.273, y=1795.185 pix
# Tilt: 0.203 deg  TiltPlanRot: 123.397 deg
# 
# Wavelength: 8.603e-11
# Polarization factor: 0.99
# Normalization factor: None
#
# 2th_deg	 I
3.335335913E+00  6.535044922E+03
3.345515043E+00  6.529142578E+03
3.355694174E+00  6.572517578E+03
3.365873304E+00  6.640692871E+03
3.376052435E+00  6.630169922E+03
3.386231566E+00  6.626899414E+03
3.396410696E+00  6.669232910E+03
3.406589827E+00  6.707162109E+03
3.416768958E+00  6.731397949E+03
3.426948088E+00  6.761590820E+03
3.437127219E+00  6.779131348E+03
3.447306349E+00  6.783128418E+03
3.457485480E+00  6.792318848E+03
3.467664611E+00  6.774187012E+03
3.477843741E+00  6.753107422E+03
3.488022872E+00  6.757357422E+03
3.498202002E+00  6.775165039E+03
3.508381133E+00  6.789760742E+03
3.518560264E+00  6.798682617E+03
3.528739394E+00  6.822552246E+03
3.538918525E+00  6.855210449E+03
3.549097656E+00  6.875121094E+03
3.559276786E+00  6.893010254E+03
3.569455917E+00  6.933943359E+03
3.579635047E+00  6.955632812E+03
3.589814178E+00  6.972797852E+03
3.599993309E+00  6.981708008E+03
3.610172439E+00  6.988631836E+03
3.620351570E+00  7.023325684E+03
3.630530701E+00  7.046112793E+03
3.640709831E+00  7.032109375E+03
3.650888962E+00  7.033026367E+03
3.661068092E+00  7.041373535E+03
3.671247223E+00  7.049458496E+03
3.681426354E+00  7.056924316E+03
3.691605484E+00  7.083625977E+03
3.701784615E+00  7.100617188E+03
3.711963745E+00  7.108756836E+03
3.722142876E+00  7.092670898E+03
3.732322007E+00  7.101104004E+03
3.742501137E+00  7.132134766E+03
3.752680268E+00  7.136067383E+03
3.762859399E+00  7.122711426E+03
3.773038529E+00  7.137134277E+03
3.783217660E+00  7.150374512E+03
3.793396790E+00  7.160257324E+03
3.803575921E+00  7.159937012E+03
3.813755052E+00  7.138614746E+03
3.823934182E+00  7.127822266E+03
3.834113313E+00  7.123806152E+03
3.844292444E+00  7.132365234E+03
3.854471574E+00  7.151588379E+03
3.864650705E+00  7.160212891E+03
3.874829835E+00  7.172110352E+03
3.885008966E+00  7.180725586E+03
3.895188097E+00  7.191359863E+03
3.905367227E+00  7.189323242E+03
3.915546358E+00  7.173104492E+03
3.925725488E+00  7.153392578E+03
3.935904619E+00  7.148842773E+03
3.946083750E+00  7.157924316E+03
3.956262880E+00  7.163000977E+03
3.966442011E+00  7.181418457E+03
3.976621142E+00  7.185218750E+03
3.986800272E+00  7.190662598E+03
3.996979403E+00  7.194807617E+03
4.007158533E+00  7.196426270E+03
4.017337664E+00  7.198176270E+03
4.027516795E+00  7.201543457E+03
4.037695925E+00  7.195384277E+03
4.047875056E+00  7.185997559E+03
4.058054187E+00  7.179860840E+03
4.068233317E+00  7.165080566E+03
4.078412448E+00  7.163423340E+03
4.088591578E+00  7.174031738E+03
4.098770709E+00  7.181280273E+03
4.108949840E+00  7.197186523E+03
4.119128970E+00  7.192750977E+03
4.129308101E+00  7.188659180E+03
4.139487231E+00  7.179268555E+03
4.149666362E+00  7.169865723E+03
4.159845493E+00  7.172262207E+03
4.170024623E+00  7.180836914E+03
4.180203754E+00  7.191664551E+03
4.190382885E+00  7.199421875E+03
4.200562015E+00  7.193847656E+03
4.210741146E+00  7.180316895E+03
4.220920276E+00  7.183885742E+03
4.231099407E+00  7.191408203E+03
4.241278538E+00  7.190620605E+03
4.251457668E+00  7.186160645E+03
4.261636799E+00  7.174792969E+03
4.271815930E+00  7.164033203E+03
4.281995060E+00  7.163000000E+03
4.292174191E+00  7.173044434E+03
4.302353321E+00  7.160167969E+03
4.312532452E+00  7.142324707E+03
4.322711583E+00  7.145414551E+03
4.332890713E+00  7.166019043E+03
4.343069844E+00  7.178875977E+03
4.353248974E+00  7.179520020E+03
4.363428105E+00  7.176698730E+03
4.373607236E+00  7.171862793E+03
4.383786366E+00  7.166479492E+03
4.393965497E+00  7.152663574E+03
4.404144628E+00  7.146020996E+03
4.414323758E+00  7.154614746E+03
4.424502889E+00  7.171385742E+03
4.434682019E+00  7.192175293E+03
4.444861150E+00  7.192342285E+03
4.455040281E+00  7.178966797E+03
4.465219411E+00  7.160640625E+03
4.475398542E+00  7.156236328E+03
4.485577673E+00  7.162052246E+03
4.495756803E+00  7.163520996E+03
4.505935934E+00  7.162466797E+03
4.516115064E+00  7.161653809E+03
4.526294195E+00  7.156510742E+03
4.536473326E+00  7.154781738E+03
4.546652456E+00  7.157330566E+03
4.556831587E+00  7.159117188E+03
4.567010717E+00  7.165113281E+03
4.577189848E+00  7.155125488E+03
4.587368979E+00  7.139616699E+03
4.597548109E+00  7.127864746E+03
4.607727240E+00  7.134285156E+03
4.617906371E+00  7.137131836E+03
4.628085501E+00  7.138663086E+03
4.638264632E+00  7.140674805E+03
4.648443762E+00  7.141638672E+03
4.658622893E+00  7.146961426E+03
