File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNiSi a,hcp FeNiSi c,hcp FeNiSi Vol,hcp FeNiSi c/a
FeNiSi_DAC13_P1b_020,0.0025542992551575825,0.08285723058672333,22,29,0.860255,3,2.4311421371886484,3.8781651751808286,19.85078269894521,1.5952029771757834
