Fit results
,Deviator,norm,background
value,2.273E-02, 3.06746E+00, 1.63230E+00
error,0.000E+00, 2.80535E-01, 3.71295E-02

Correlation matrix
,norm,background
norm, 1.00000E+00,-8.27377E-01
background,-8.27377E-01, 1.00000E+00

Iteration history
Deviator,Quality,norm,,background,,
1.410E+01, 1.003E+01, 1.000E+00,  , 3.000E+00,  
5.935E+00, 6.007E+00, 1.200E+00, L, 2.600E+00,  
1.622E+00, 2.331E+00, 9.955E-01,  , 2.240E+00, L
2.868E-01, 1.114E-01, 1.089E+00,  , 1.922E+00,  
1.983E-01, 6.543E-02, 1.298E+00, L, 1.855E+00,  
1.494E-01, 3.770E-02, 1.527E+00, L, 1.792E+00,  
1.221E-01, 2.368E-02, 1.780E+00, L, 1.735E+00,  
1.067E-01, 6.501E-02, 2.058E+00, L, 1.681E+00,  
5.596E-02, 3.036E-02, 2.364E+00, L, 1.684E+00,  
3.247E-02, 1.391E-02, 2.700E+00, L, 1.661E+00,  
2.354E-02, 1.487E-03, 2.978E+00,  , 1.644E+00,  
2.274E-02, 2.949E-05, 3.078E+00,  , 1.632E+00,  
2.273E-02,, 3.067E+00,  , 1.632E+00,  
