2theta,Intensity,Model,Residual,Background,extrapeak,bcc FeNi
22.00413906,1190.758423,1189.7158398885617,1.0425831114382618,1189.3862253359298,0.15096323329602054,0.17865131933595663
22.01142499,1189.263428,1189.285548485663,-0.022120485662981082,1188.9534462943893,0.15239852716663832,0.17970366410689226
22.01871092,1188.654175,1188.8561106623306,-0.2019356623306976,1188.521490959236,0.15385437033653107,0.18076533275819448
22.02599685,1188.9213869999999,1188.4275269228322,0.4938600771677102,1188.090359330471,0.1553311566193624,0.18183643574161715
22.03328278,1188.882324,1187.9997977825417,0.8825262174582349,1187.6600514080928,0.15682928929981405,0.18291708514897748
22.04056871,1188.9902339999999,1187.572923768253,1.4173102317467965,1187.2305671921035,0.15834918140798254,0.1840073947414564
22.04785464,1187.884888,1187.1469054184836,0.7379825815164622,1186.8019066825009,0.1598912560030994,0.18510747997951968
22.05514056,1187.123047,1186.7217438667567,0.40130313324334566,1186.37407046593,0.16145594430364144,0.18621745652316085
22.06242649,1185.715454,1186.297438508955,-0.5819845089552018,1185.9470573679728,0.16304369461190776,0.18733744637045605
22.06971242,1185.296509,1185.873990504896,-0.5774815048960136,1185.5208679764037,0.16465495974351846,0.18846756874892825
22.07699835,1183.508057,1185.4514004433604,-1.9433434433603907,1185.0955022912217,0.16629020591062635,0.18960794622811478
22.08428428,1182.807251,1185.02966892659,-2.2224179265899693,1184.6709603124277,0.16794991092602637,0.19075870323613536
22.09157021,1182.435303,1184.6087965706658,-2.173493570665869,1184.2472420400213,0.16963456455094658,0.19191996609361126
22.09885614,1182.113892,1184.1887840059044,-2.074892005904303,1183.8243474740011,0.17134466885504007,0.19309186304829942
22.10614207,1182.12854,1183.7696318772694,-1.6410918772694458,1183.4022766143698,0.17308073858909606,0.19427452431047815
22.11342799,1182.457275,1183.351341418304,-0.8940664183039644,1182.981030038727,0.17484329913339833,0.19546808044337666
22.12071392,1182.565918,1182.9339121563196,-0.36799415631958254,1182.5606065907418,0.17663289661016682,0.19667266896769175
22.12799985,1182.445923,1182.517345357498,-0.07142235749802239,1182.1410068491437,0.1784500837838815,0.1978884245705741
22.13528578,1182.389038,1182.1016417297442,0.28739627025584014,1181.722230813933,0.18029543012950788,0.199115485681666
22.14257171,1181.7891849999999,1181.6868019978665,0.10238300213336515,1181.3042784851086,0.1821695198761055,0.20035399288181274
22.14985764,1181.6407470000001,1181.2728269040838,0.3679200959163609,1180.8871498626731,0.1840729524674448,0.2016040889432991
22.15714357,1180.973145,1180.8597172085365,0.11342779146343673,1180.4708449466261,0.18600634303945762,0.20286591887095667
22.1644295,1180.585327,1180.4474736898262,0.13785331017379576,1180.0553637369667,0.1879703229152553,0.20413962994418372
22.17171542,1179.6313480000001,1180.0360977095959,-0.4047497095957624,1179.6407068022509,0.18996553735823557,0.20542536998686398
22.17900135,1178.7811279999999,1179.6255889558236,-0.8444609558237062,1179.226873004236,0.19199265710097568,0.20672329448649862
22.18628728,1178.01123,1179.2159488311268,-1.2047188311266837,1178.8138629126074,0.19405236246814653,0.20803355605123205
22.19357321,1177.411377,1178.8071781937253,-1.3958011937254469,1178.4016765273682,0.19614535485939147,0.20935631149772171
22.20085914,1177.1561279999999,1178.3992779232856,-1.2431499232857277,1177.990313848517,0.1982723546270801,0.2106917201416162
22.20814507,1177.1247560000002,1177.992248921592,-0.8674929215917473,1177.5797748760529,0.2004341016935039,0.21203994384548955
22.215431,1177.1092529999999,1177.5860921132366,-0.4768391132367924,1177.1700596099772,0.20263135619160527,0.2134011470678414
22.22271693,1176.8927,1177.1808084463316,-0.28810844633153465,1176.7611680502882,0.20486489913030337,0.21477549691321113
22.23000285,1176.197876,1176.776399447713,-0.5785234477129961,1176.3531007565002,0.20713552994317366,0.21616316126961274
22.23728878,1175.4748539999998,1176.3728650046753,-0.8980110046754817,1175.945856608455,0.20944407972278511,0.2175643164975085
22.24457471,1174.582886,1175.9702066961252,-1.3873206961252436,1175.5394361667995,0.21179139326938387,0.2189791360562562
22.25186064,1174.329712,1175.5684255719696,-1.2387135719695834,1175.1338394315312,0.2141783422795552,0.22040779815870717
22.25914657,1174.682617,1175.1675227096441,-0.4849057096441811,1174.7290664026514,0.21660582306097095,0.2218504839318679
22.2664325,1174.401123,1174.7674992150028,-0.36637621500267414,1174.3251170801586,0.21907475736991744,0.22330737747426152
22.27371843,1174.188721,1174.3683562232507,-0.1796352232506706,1173.921991464054,0.22158609328220397,0.2247786659146001
22.28100436,1173.716064,1173.9700948999075,-0.2540308999075478,1173.5196895543368,0.2241408060990175,0.22626453947182423
22.28829028,1173.732666,1173.5727169866116,0.15994901338854106,1173.1182119014738,0.2267398956910903,0.22776518944663376
22.29557621,1173.406982,1173.1762226217536,0.2307593782463755,1172.7175574034013,0.2293844018090749,0.2292808165432146
22.30286214,1172.9490970000002,1172.780613613996,0.1684833860042545,1172.3177266117173,0.23207538370260763,0.23081161857601293
22.31014807,1172.465454,1172.3858912605629,0.07956273943705128,1171.9187195264199,0.2348139353893833,0.2323577987536041
22.317434,1172.123413,1171.9920568944328,0.13135610556719257,1171.5205361475114,0.23760118322490287,0.23391956369658953
22.32471993,1172.051025,1171.5991118855513,0.4519131144486437,1171.12317647499,0.2404382870547624,0.23549712350656574
22.33200586,1171.87146,1171.2070576421083,0.6644023578917313,1170.7266405088567,0.24332644141504026,0.23709069183671183
22.33929179,1171.182373,1170.8158956118577,0.3664773881423571,1170.3309282491105,0.24626687678313453,0.23870048596406507
22.34657771,1170.5373539999998,1170.4256278185294,0.11172618147043067,1169.9360402371744,0.24926085673482704,0.24032672462008653
22.35386364,1169.189087,1170.036254721904,-0.847167721904043,1169.5419753890733,0.2523096958136403,0.24196963701706203
