File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,bcc FeNi a,extrapeak Vol,bcc FeNi Vol
FeNi_Ambient_019,0.0034022711303558404,0.11551767892616106,22,26,0.860255,3,2.9815870282490877,2.868350904092586,26.50589485779523,23.599176096319976
