File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNiSi a,hcp FeNiSi c,extrapeak a,hcp FeNiSi Vol,hcp FeNiSi c/a,extrapeak Vol
FeNiSi_DAC13_P2a_032,0.0023225410013106643,0.06433318332352517,22,28,0.860255,3,2.4118376013843714,3.846225329314644,2.9852020130743013,19.375881897637946,1.5947281554558017,26.602421936290266
