Parameters,Values,Std
bcc Fe Peak 0 Intensity,1750.2353296368192,16.93702633843852
bcc Fe Peak Width,0.04256908887226394,0.00012036241688832011
bcc Fe Peak Shape,0.01562385160349824,0.00046213039103819374
bcc Fe a,2.8625398460019413,1.0798631076581516e-05
Background 0,948.3398947734486,205.08533651974295
Background 1,-59.256663840124794,16.74221223146543
Background 2,1.0041183158473044,0.34124542489310905
